line,lat,long,county_name,position,income2011,income2000,stop_name,county,tract,tract_lookup
5,40.704629,-74.013502,Manhattan,12,114412,81609,Bowling Green,61,1300,001300
5,40.708436,-74.011298,Manhattan,13,114412,81609,Wall St.,61,1300,001300
5,40.711026,-74.00919,Manhattan,14,114412,81609,Fulton St.,61,1300,001300
5,40.713899,-74.003642,Manhattan,15,135573,67361,Brooklyn Bridge-City Hall,61,3100,003100
5,40.735184,-73.989793,Manhattan,16,109637,71734,14 St.-Union Square,61,5000,005000
5,40.75283,-73.978917,Manhattan,17,131786,62375,Grand Central-42 St.,61,9200,009200
5,40.762255,-73.965918,Manhattan,18,104835,68417,59 St.,61,11000,011000
5,40.779661,-73.955302,Manhattan,19,104514,89713,86 St.,61,14802,014802
5,40.804517,-73.937186,Manhattan,20,15625,9829,125 St.,61,19600,019600
5,40.813091,-73.929689,the Bronx,21,16580,25662,138 St.-Grand Concourse,5,5100,005100
5,40.818405,-73.927101,the Bronx,22,16580,25662,149 St.-Grand Concourse,5,5100,005100
5,40.816265,-73.917456,the Bronx,23,23670,17457,3 Ave.-149 St.,5,6500,006500
5,40.816873,-73.907379,the Bronx,24,28770,20813,Jackson Ave.,5,7500,007500
5,40.819684,-73.901348,the Bronx,25,26250,19615,Prospect Ave.,5,8700,008700
5,40.8224,-73.896508,the Bronx,26,17723,13214,Intervale Ave.,5,12901,012901
5,40.824358,-73.892724,the Bronx,27,14940,12342,Simpson St.,5,12701,012701
5,40.830177,-73.891482,the Bronx,28,17614,17906,Freeman St.,5,12300,012300
5,40.837306,-73.887287,the Bronx,29,18261,16308,174 St.,5,16100,016100
5,40.841078,-73.879397,the Bronx,30,14191,12723,West Farms Square-E Tremont Ave.,5,36100,036100
5,40.841453,-73.872892,the Bronx,31,13750,11190,E 180 St.,5,22000,022000
5,40.854544,-73.860248,the Bronx,32,70000,49063,Morris Park,5,24800,024800
5,40.858804,-73.855515,the Bronx,33,70309,57292,Pelham Parkway,5,32600,032600
5,40.870039,-73.845724,the Bronx,34,65208,52656,Gun Hill Rd.,5,35000,035000
5,40.879519,-73.837958,the Bronx,35,36809,39345,Baychester Ave.,5,46202,046202
5,40.88798,-73.831195,the Bronx,36,56667,57853,Eastchester-Dyre Ave.,5,48400,048400
6,40.713899,-74.003642,Manhattan,1,135573,67361,Brooklyn Bridge-City Hall,61,3100,003100
6,40.717823,-74.000326,Manhattan,2,135573,67361,Canal St.,61,3100,003100
6,40.722235,-73.996818,Manhattan,3,67449,45409,Spring St.,61,4300,004300
6,40.725845,-73.99432,Manhattan,4,116250,83497,Bleecker St.-Broadway-Lafayette St.,61,5502,005502
6,40.730084,-73.990838,Manhattan,5,139236,97765,Astor Place,61,5700,005700
6,40.735184,-73.989793,Manhattan,6,109637,71734,14 St.-Union Square,61,5000,005000
6,40.74018,-73.986006,Manhattan,7,98555,52442,23 St.,61,6800,006800
6,40.743257,-73.983738,Manhattan,8,91431,75097,28 St.,61,7200,007200
6,40.74655,-73.981533,Manhattan,9,91431,75097,33 St.,61,7200,007200
6,40.75283,-73.978917,Manhattan,10,131786,62375,Grand Central-42 St.,61,9200,009200
6,40.757059,-73.97157,Manhattan,11,98977,73906,51 St.,61,10000,010000
6,40.762255,-73.965918,Manhattan,12,104835,68417,59 St.,61,11000,011000
6,40.767863,-73.963898,Manhattan,13,152353,115430,68 St.-Hunter College,61,12000,012000
6,40.773603,-73.959578,Manhattan,14,168661,97430,77 St.,61,14000,014000
6,40.779661,-73.955302,Manhattan,15,104514,89713,86 St.,61,14802,014802
6,40.785903,-73.950695,Manhattan,16,83158,51648,96 St.,61,15802,015802
6,40.790193,-73.947649,Manhattan,17,37174,26670,103 St.,61,16600,016600
6,40.794811,-73.944235,Manhattan,18,33176,19443,110 St.,61,17200,017200
6,40.798742,-73.941406,Manhattan,19,28567,16058,116 St.,61,18200,018200
6,40.804517,-73.937186,Manhattan,20,15625,9829,125 St.,61,19600,019600
6,40.810831,-73.926655,the Bronx,21,32875,15893,3 Ave.-138 St.,5,3900,003900
6,40.80758,-73.918957,the Bronx,22,32875,15893,Brook Ave.,5,3900,003900
6,40.805155,-73.913208,the Bronx,23,19542,12654,Cypress Ave.,5,2702,002702
6,40.80834,-73.907618,the Bronx,24,37167,27330,E 143 St.-Saint Mary's St.,5,3100,003100
6,40.812367,-73.903797,the Bronx,25,23647,25886,E 149 St.,5,8300,008300
6,40.816367,-73.895924,the Bronx,26,18811,13007,Longwood Ave.,5,8900,008900
6,40.820819,-73.890442,the Bronx,27,21114,16990,Hunts Point Ave.,5,11900,011900
6,40.827295,-73.886082,the Bronx,28,17614,17906,Whitlock Ave.,5,12300,012300
6,40.828688,-73.879018,the Bronx,29,30082,21282,Elder Ave.,5,5400,005400
6,40.829641,-73.874447,the Bronx,30,25017,16314,Morrison Ave.-Soundview,5,6200,006200
6,40.831466,-73.86741,the Bronx,31,35795,32146,Saint Lawrence Ave.,5,7000,007000
6,40.833225,-73.860888,the Bronx,32,44156,31126,Parkchester,5,7200,007200
6,40.834321,-73.85144,the Bronx,33,44173,29831,Castle Hill Ave.,5,20601,020601
6,40.836954,-73.846653,the Bronx,34,43984,35000,Zerega Ave.,5,20200,020200
6,40.840128,-73.842875,the Bronx,35,31599,28783,Westchester Square-E Tremont Ave.,5,20000,020000
6,40.843935,-73.836386,the Bronx,36,49795,31480,Middletown Rd.,5,26601,026601
6,40.847185,-73.832264,the Bronx,37,49795,31480,Buhre Ave.,5,26601,026601
6,40.853041,-73.826991,the Bronx,38,46875,45289,Pelham Bay Park,5,27600,027600
7,40.754301,-73.986623,Manhattan,1,118487,47813,Times Square-42 St.,61,11300,011300
7,40.753409,-73.98113,Manhattan,2,129625,70694,5 Ave.-Bryant Park,61,8400,008400
7,40.75283,-73.978917,Manhattan,3,131786,15947,Grand Central-42 St.,61,9200,009200
7,40.742496,-73.952482,Queens,4,62031,45189,Vernon Blvd.-Jackson Ave.,81,700,000700
7,40.742405,-73.94811,Queens,5,81731,37063,Hunters Point Ave.,81,1900,001900
7,40.747371,-73.944287,Queens,6,81731,37063,Court Square,81,1900,001900
7,40.750835,-73.939671,Queens,7,58793,26875,Queensboro Plaza,81,3300,003300
7,40.744724,-73.931533,Queens,8,39146,29250,33 St.-Rawson St.,81,17900,017900
7,40.743882,-73.924112,Queens,9,41121,34932,40 St.-Lowery St.,81,18101,018101
7,40.743217,-73.918564,Queens,10,44000,33682,46 St.-Bliss St.,81,25301,025301
7,40.743933,-73.913003,Queens,11,47021,33682,52 St.,81,25302,025302
7,40.745717,-73.903063,Queens,12,46161,36104,Woodside-61 St.,81,26100,026100
7,40.746509,-73.896268,Queens,13,43176,33838,69 St.,81,26300,026300
7,40.747025,-73.891413,Queens,14,53574,41639,74 St.-Broadway,81,28900,028900
7,40.747812,-73.883876,Queens,15,46622,40025,82 St.-Jackson Heights,81,28300,028300
7,40.748318,-73.876432,Queens,16,37190,34206,90 St.-Elmhurst Ave.,81,27100,027100
7,40.749095,-73.86912,Queens,17,40774,38594,Junction Blvd.,81,37500,037500
7,40.749787,-73.862389,Queens,18,47560,34871,103 St.-Corona Plaza,81,40500,040500
7,40.751551,-73.855628,Queens,19,42169,32340,111 St.,81,39900,039900
7,40.754768,-73.845598,Queens,20,100000,51766,Mets-Willets Point,81,38302,038302
7,40.759946,-73.828414,Queens,21,39861,30886,Flushing-Main St.,81,85300,085300
A,40.604657,-73.754178,Queens,1,58281,43513,Far Rockaway-Mott Ave.,81,100802,100802
A,40.59967,-73.761596,Queens,2,43964,25179,Beach 25 St.,81,99200,099200
A,40.595469,-73.767919,Queens,3,43964,25179,Beach 36 St.,81,99200,099200
A,40.592897,-73.775715,Queens,4,18370,27535,Beach 44 St.,81,97202,097202
A,40.592292,-73.789153,Queens,5,69209,46445,Beach 60 St.,81,96400,096400
A,40.591166,-73.796173,Queens,6,46210,40219,Beach 67 St.,81,95400,095400
A,40.608007,-73.815967,Queens,7,78203,51818,Broad Channel,81,107201,107201
A,40.660372,-73.830369,Queens,8,72052,60056,Howard Beach-J.F.K. Airport,81,88400,088400
A,40.669339,-73.834721,Queens,9,74129,46691,Aqueduct-North Conduit Ave.,81,8800,008800
A,40.680158,-73.845131,Queens,10,56743,44958,Rockaway Blvd.,81,5400,005400
A,40.679828,-73.850401,Queens,11,56743,44958,88 St.,81,5400,005400
A,40.679361,-73.860284,Queens,12,53678,35344,80 St.,81,4401,004401
A,40.676735,-73.865491,Brooklyn,13,51750,35741,Grant Ave.,47,120200,120200
A,40.675533,-73.871742,Brooklyn,14,31453,29188,Euclid Ave.,47,119600,119600
A,40.678334,-73.903922,Brooklyn,15,51691,20714,Broadway Junction,47,36700,036700
A,40.679346,-73.931987,Brooklyn,16,39837,29375,Utica Ave.,47,27100,027100
A,40.680228,-73.949414,Brooklyn,17,36691,17964,Nostrand Ave.,47,24700,024700
A,40.688396,-73.984216,Brooklyn,18,73750,36667,Hoyt St.- Schermerhorn St.,47,3700,003700
A,40.692315,-73.985172,Brooklyn,19,66023,34375,Jay St.-MetroTech,47,1500,001500
A,40.699405,-73.991413,Brooklyn,20,87806,63333,High St.,47,100,000100
A,40.710211,-74.007584,Manhattan,21,62927,40158,Fulton St.,61,1501,001501
A,40.714992,-74.007739,Manhattan,22,205192,128384,Chambers St.,61,2100,002100
A,40.720758,-74.005399,Manhattan,23,164656,113332,Canal St.,61,3300,003300
A,40.733259,-73.999615,Manhattan,24,114963,77355,W 4 St.- Washington Square,61,6300,006300
A,40.741046,-74.001284,Manhattan,25,94292,61525,14 St.-8th Ave.,61,8100,008100
A,40.751996,-73.993327,Manhattan,26,51827,66786,34 St.-Penn Station,61,10100,010100
A,40.758401,-73.988673,Manhattan,27,56764,38453,42 St.-Port Authority Bus Terminal,61,12100,012100
A,40.767367,-73.982137,Manhattan,28,131250,80934,59 St.-Columbus Circle,61,13700,013700
A,40.811858,-73.951351,Manhattan,29,31875,9375,125 St.,61,21500,021500
A,40.825581,-73.943444,Manhattan,30,38786,25272,145 St.,61,23100,023100
A,40.84176,-73.939067,Manhattan,31,33975,26899,168 St.,61,25300,025300
A,40.847859,-73.939303,Manhattan,32,44458,28553,175 St.,61,26500,026500
A,40.851695,-73.937969,Manhattan,33,70644,46418,181 St.,61,27300,027300
A,40.8589541197159,-73.9326152557346,Manhattan,34,81563,48433,190 St.,61,28100,028100
A,40.865342,-73.926964,Manhattan,35,34387,21826,Dyckman St.,61,29100,029100
A,40.868036,-73.919284,Manhattan,36,51757,38149,Inwood-207 St.,61,30300,030300
B,40.577986,-73.960258,Brooklyn,1,28398,18854,Brighton Beach,47,36200,036200
B,40.585734,-73.954371,Brooklyn,2,33616,29405,Sheepshead Bay,47,60600,060600
B,40.608835,-73.957769,Brooklyn,3,47135,33870,Kings Highway,47,55200,055200
B,40.635034,-73.962736,Brooklyn,4,50408,34677,Newkirk Plaza,47,52000,052000
B,40.649427,-73.963356,Brooklyn,5,33856,26369,Church Ave.,47,50600,050600
B,40.662727,-73.962249,Brooklyn,6,42546,33038,Prospect Park,47,32700,032700
B,40.677324,-73.972212,Brooklyn,7,78438,59583,7 Ave.,47,16300,016300
B,40.683928,-73.978412,Brooklyn,8,87875,48024,Atlantic Ave.-Barclays Center,47,12901,012901
B,40.689817,-73.981082,Brooklyn,9,83688,45213,DeKalb Ave.,47,3300,003300
B,40.718155,-73.993452,Manhattan,10,42775,25747,Grand St.,61,1800,001800
B,40.725499,-73.996387,Manhattan,11,116250,83497,Broadway-Lafayette St.,61,5502,005502
B,40.733259,-73.999615,Manhattan,12,114963,77355,W 4 St.- washington square,61,6300,006300
B,40.749891,-73.987495,Manhattan,13,76659,41276,34 St.-Herald Square,61,7600,007600
B,40.754832,-73.983657,Manhattan,14,69250,60083,42 St.-Bryant Park,61,9600,009600
B,40.759953,-73.980117,Manhattan,15,71618,67500,47-50 Sts.-Rockefeller Center,61,10400,010400
B,40.762937,-73.981578,Manhattan,16,110147,52386,7 Ave.,61,13100,013100
B,40.767367,-73.982137,Manhattan,17,131250,80934,59 St.-Columbus Circle,61,13700,013700
B,40.776431,-73.975977,Manhattan,18,95926,71839,72 St.,61,15700,015700
B,40.782254,-73.971741,Manhattan,19,122674,89811,81 St.-Museum of Natural History,61,16500,016500
B,40.786769,-73.968448,Manhattan,20,103182,71969,86 St.,61,17300,017300
B,40.7916501496793,-73.9647138118744,Manhattan,21,77686,53222,96 St.,61,18100,018100
B,40.796263,-73.96161,Manhattan,22,33482,23836,103 St.,61,18900,018900
B,40.800866,-73.958405,Manhattan,23,57083,26029,Cathedral Parkway (110 St.),61,19702,019702
B,40.804428,-73.955024,Manhattan,24,40058,22246,116 St.,61,21800,021800
B,40.811858,-73.951351,Manhattan,25,31875,9375,125 St.,61,21500,021500
B,40.817188,-73.947665,Manhattan,26,51005,30185,135 St.,61,22102,022102
B,40.825581,-73.943444,Manhattan,27,38786,25272,145 St.,61,23100,023100
B,40.830313,-73.936687,Manhattan,28,18720,11482,155 St.,61,24302,024302
B,40.828011,-73.925588,the Bronx,29,38624,20402,161 St.-Yankee Stadium,5,19500,019500
B,40.834609,-73.917245,the Bronx,30,21891,17685,167 St.,5,17901,017901
B,40.839751,-73.912743,the Bronx,31,32036,20393,170 St.,5,22500,022500
B,40.846354,-73.909047,the Bronx,32,25769,25402,174-175 Sts.,5,22901,022901
B,40.851176,-73.904263,the Bronx,33,20039,19504,Tremont Ave.,5,23502,023502
B,40.856039,-73.900449,the Bronx,34,24252,16433,182-183 Sts.,5,38301,038301
B,40.862608,-73.896662,the Bronx,35,26190,19375,Fordham Rd.,5,39901,039901
B,40.867688,-73.892739,the Bronx,36,18610,18750,Kingsbridge Rd.,5,40302,040302
B,40.874025,-73.886466,the Bronx,37,35946,32037,Bedford Park Blvd.,5,41300,041300
C,40.675533,-73.871742,Brooklyn,1,31453,29188,Euclid Ave.,47,119600,119600
C,40.67397,-73.880667,Brooklyn,2,38021,25833,Shepherd Ave.,47,116600,116600
C,40.672479,-73.890164,Brooklyn,3,17861,17308,Van Siclen Ave.,47,115200,115200
C,40.674268,-73.896312,Brooklyn,4,26827,29747,Liberty Ave.,47,114400,114400
C,40.678334,-73.903922,Brooklyn,5,51691,20714,Broadway Junction,47,36700,036700
C,40.678317,-73.913651,Brooklyn,6,42206,30636,Rockaway Ave.,47,30100,030100
C,40.678984,-73.921442,Brooklyn,7,44229,31650,Ralph Ave.,47,37900,037900
C,40.679346,-73.931987,Brooklyn,8,39837,29375,Utica Ave.,47,27100,027100
C,40.679804,-73.941119,Brooklyn,9,39837,26686,Kingston-Throop Aves.,47,27100,027100
C,40.680228,-73.949414,Brooklyn,10,36691,17964,Nostrand Ave.,47,24700,024700
C,40.681256,-73.95559,Brooklyn,11,39523,31853,Franklin Ave.,47,22700,022700
C,40.683317,-73.966741,Brooklyn,12,56094,38717,Clinton-Washington Aves.,47,19900,019900
C,40.685789,-73.97276,Brooklyn,13,60000,38750,Lafayette Ave.,47,17900,017900
C,40.688396,-73.984216,Brooklyn,14,73750,36667,Hoyt St.- Schermerhorn St.,47,3700,003700
C,40.692315,-73.985172,Brooklyn,15,66023,34375,Jay St.-MetroTech,47,1500,001500
C,40.699405,-73.991413,Brooklyn,16,87806,63333,High St.,47,100,000100
C,40.710211,-74.007584,Manhattan,17,62927,40158,Fulton St.,61,1501,001501
C,40.714992,-74.007739,Manhattan,18,205192,128384,Chambers St.,61,2100,002100
C,40.720758,-74.005399,Manhattan,19,164656,113332,Canal St.,61,3300,003300
C,40.725583,-74.003747,Manhattan,20,92500,63275,Spring St.,61,4900,004900
C,40.733259,-73.999615,Manhattan,21,114963,77355,W 4 St.- washington square,61,6300,006300
C,40.741046,-74.001284,Manhattan,22,94292,61525,14 St.-8th Ave.,61,8100,008100
C,40.746483,-73.997142,Manhattan,23,114655,58381,23 St.,61,9100,009100
C,40.751996,-73.993327,Manhattan,24,51827,66786,34 St.-Penn Station,61,10100,010100
C,40.758401,-73.988673,Manhattan,25,56764,38453,42 St.-Port Authority Bus Terminal,61,12100,012100
C,40.7629,-73.985412,Manhattan,26,110147,52386,50 St.,61,13100,013100
C,40.767367,-73.982137,Manhattan,27,131250,80934,59 St.-Columbus Circle,61,13700,013700
C,40.776431,-73.975977,Manhattan,28,95926,71839,72 St.,61,15700,015700
C,40.782254,-73.971741,Manhattan,29,122674,89811,81 St.-Museum of Natural History,61,16500,016500
C,40.786769,-73.968448,Manhattan,30,103182,71969,86 St.,61,17300,017300
C,40.7916501496793,-73.9647138118744,Manhattan,31,77686,53222,96 St.,61,18100,018100
C,40.796263,-73.96161,Manhattan,32,33482,23836,103 St.,61,18900,018900
C,40.800866,-73.958405,Manhattan,33,57083,26029,Cathedral Parkway (110 St.),61,19702,019702
C,40.804428,-73.955024,Manhattan,34,40058,22246,116 St.,61,21800,021800
C,40.811858,-73.951351,Manhattan,35,31875,9375,125 St.,61,21500,021500
C,40.817188,-73.947665,Manhattan,36,51005,30185,135 St.,61,22102,022102
C,40.825581,-73.943444,Manhattan,37,38786,25272,145 St.,61,23100,023100
C,40.830921,-73.9411,Manhattan,38,23375,17841,155 St.,61,23900,023900
C,40.835192,-73.940146,Manhattan,39,33860,25631,163 St.-Amsterdam Ave.,61,24500,024500
C,40.840717,-73.93972,Manhattan,40,37905,21354,168 St.,61,25100,025100
D,40.5769,-73.980846,Brooklyn,1,34984,25938,Coney Island-Stillwell Ave.,47,35000,035000
D,40.588066,-73.983498,Brooklyn,2,47019,32670,Bay 50 St.,47,30800,030800
D,40.597889,-73.986958,Brooklyn,3,47779,32385,25 Ave.,47,29800,029800
D,40.601898,-73.993538,Brooklyn,4,36818,34824,Bay Parkway,47,29600,029600
D,40.604587,-73.998007,Brooklyn,5,30051,32171,20 Ave.,47,28800,028800
D,40.607602,-74.001491,Brooklyn,6,39524,24730,18 Ave.,47,27800,027800
D,40.614018,-74.000378,Brooklyn,7,49349,30525,79 St.,47,26400,026400
D,40.62036,-73.99855,Brooklyn,8,57938,38000,71 St.,47,26200,026200
D,40.627299,-73.996465,Brooklyn,9,42350,29632,62 St.,47,24200,024200
D,40.631389,-73.995262,Brooklyn,10,39271,27930,55 St.,47,24000,024000
D,40.636405,-73.994673,Brooklyn,11,31674,24846,50 St.,47,22000,022000
D,40.641379,-73.994188,Brooklyn,12,27355,19697,Fort Hamilton Parkway,47,11200,011200
D,40.646337,-73.994489,Brooklyn,13,36045,30786,9 Ave.,47,11000,011000
D,40.654365,-74.004113,Brooklyn,14,31463,30054,36 St.,47,8400,008400
D,40.683928,-73.978412,Brooklyn,15,87875,48024,Atlantic Ave.-Barclays Center,47,12901,012901
D,40.718155,-73.993452,Manhattan,16,42775,25747,Grand St.,61,1800,001800
D,40.725499,-73.996387,Manhattan,17,116250,83497,Broadway-Lafayette St.,61,5502,005502
D,40.733259,-73.999615,Manhattan,18,114963,77355,W 4 St.- washington square,61,6300,006300
D,40.749891,-73.987495,Manhattan,19,76659,41276,34 St.-Herald Square,61,7600,007600
D,40.754832,-73.983657,Manhattan,20,69250,60083,42 St.-Bryant Park,61,9600,009600
D,40.759953,-73.980117,Manhattan,21,71618,67500,47-50 Sts.-Rockefeller Center,61,10400,010400
D,40.762937,-73.981578,Manhattan,22,110147,52386,7 Ave.,61,13100,013100
D,40.767367,-73.982137,Manhattan,23,131250,80934,59 St.-Columbus Circle,61,13700,013700
D,40.811858,-73.951351,Manhattan,24,31875,9375,125 St.,61,21500,021500
D,40.825581,-73.943444,Manhattan,25,38786,25272,145 St.,61,23100,023100
D,40.830313,-73.936687,Manhattan,26,18720,11482,155 St.,61,24302,024302
D,40.827707,-73.9259,the Bronx,27,29923,23138,161 St.-Yankee Stadium,5,6300,006300
D,40.834609,-73.917245,the Bronx,28,21891,17685,167 St.,5,17901,017901
D,40.839751,-73.912743,the Bronx,29,32036,20393,170 St.,5,22500,022500
D,40.846354,-73.909047,the Bronx,30,25769,25402,174-175 Sts.,5,22901,022901
D,40.851176,-73.904263,the Bronx,31,20039,19504,Tremont Ave.,5,23502,023502
D,40.856039,-73.900449,the Bronx,32,24252,16433,182-183 Sts.,5,38301,038301
D,40.862608,-73.896662,the Bronx,33,26190,19375,Fordham Rd.,5,39901,039901
D,40.867688,-73.892739,the Bronx,34,18610,18750,Kingsbridge Rd.,5,40302,040302
D,40.874025,-73.886466,the Bronx,35,35946,32037,Bedford Park Blvd.,5,41300,041300
D,40.874902,-73.879267,the Bronx,36,38875,35491,Norwood-205 St.,5,42300,042300
E,40.713333,-74.009033,Manhattan,1,205192,128384,World Trade Center,61,2100,002100
E,40.720758,-74.005399,Manhattan,2,164656,113332,Canal St.,61,3300,003300
E,40.725583,-74.003747,Manhattan,3,92500,63275,Spring St.,61,4900,004900
E,40.733259,-73.999615,Manhattan,4,114963,77355,W 4 St.- washington square,61,6300,006300
E,40.741046,-74.001284,Manhattan,5,94292,61525,14 St.-8th Ave.,61,8100,008100
E,40.746483,-73.997142,Manhattan,6,114655,58381,23 St.,61,9100,009100
E,40.751996,-73.993327,Manhattan,7,51827,66786,34 St.-Penn Station,61,10100,010100
E,40.758401,-73.988673,Manhattan,8,56764,38453,42 St.-Port Authority Bus Terminal,61,12100,012100
E,40.7629,-73.985412,Manhattan,9,110147,52386,50 St.,61,13100,013100
E,40.762937,-73.981578,Manhattan,10,110147,52386,7 Ave.,61,13100,013100
E,40.760373,-73.975562,Manhattan,11,71618,67500,5 Ave.-53 St.,61,10400,010400
E,40.757636,-73.969623,Manhattan,12,98977,73906,Lexington Ave.-53 St.,61,10000,010000
E,40.747371,-73.944287,Queens,13,81731,37063,Court Square,81,1900,001900
E,40.748807,-73.937057,Queens,14,81731,37063,Queens Plaza,81,1900,001900
E,40.747238,-73.892146,Queens,15,53574,41639,Jackson Heights-Roosevelt Ave.,81,28900,028900
E,40.721916,-73.844352,Queens,16,90286,55000,Forest Hills-71 Ave.,81,73900,073900
E,40.719061,-73.837916,Queens,17,72063,56267,75 Ave.,81,75701,075701
E,40.713663,-73.830011,Queens,18,64428,42648,Kew Gardens-Union Turnpike,81,21600,021600
E,40.701263,-73.816372,Queens,19,49496,37625,Jamaica-Van Wyck,81,14202,014202
E,40.700554,-73.807353,Queens,20,50417,40000,Sutphin Blvd.-Archer Ave.-J.F.K. Airport,81,20800,020800
E,40.701874,-73.801747,Queens,21,37184,31943,Jamaica Center-Parsons-Archer,81,24000,024000
F,40.5769,-73.980846,Brooklyn,1,34984,25938,Coney Island-Stillwell Ave.,47,35000,035000
F,40.575929,-73.976747,Brooklyn,2,34984,25938,W 8 St.-New York Aquarium,47,35000,035000
F,40.580576,-73.974443,Brooklyn,3,42514,28678,Neptune Ave.,47,35400,035400
F,40.590266,-73.974051,Brooklyn,4,43929,26129,Ave. X,47,38600,038600
F,40.596897,-73.973137,Brooklyn,5,35539,31078,Ave. U,47,39800,039800
F,40.603999,-73.972124,Brooklyn,6,51985,37143,Kings Highway,47,41401,041401
F,40.609041,-73.972904,Brooklyn,7,47083,33382,Ave. P,47,43800,043800
F,40.614304,-73.97391,Brooklyn,8,44948,38698,Ave. N,47,44600,044600
F,40.620825,-73.975138,Brooklyn,9,41179,48214,Bay Parkway,47,45000,045000
F,40.624301,-73.975817,Brooklyn,10,44432,45313,Ave. I,47,46202,046202
F,40.628708,-73.976646,Brooklyn,11,48906,23475,18 Ave.,47,48000,048000
F,40.635389,-73.977914,Brooklyn,12,34313,37071,Ditmas Ave.,47,47800,047800
F,40.642692,-73.97926,Brooklyn,13,30000,30329,Church Ave.,47,48600,048600
F,40.651608,-73.975596,Brooklyn,14,78380,49184,Fort Hamilton Parkway,47,50202,050202
F,40.659436,-73.979951,Brooklyn,15,66603,43925,15 St.-Prospect Park,47,16900,016900
F,40.667004,-73.981331,Brooklyn,16,104432,66809,7 Ave.,47,15300,015300
F,40.670387,-73.98848,Brooklyn,17,79444,57042,4 Ave.-9 St.,47,13700,013700
F,40.674725,-73.997505,Brooklyn,18,99543,44444,Smith-9 Sts.,47,7700,007700
F,40.680944,-73.994247,Brooklyn,19,98646,69107,Carroll St.,47,7500,007500
F,40.686727,-73.990269,Brooklyn,20,95781,56429,Bergen St.,47,4300,004300
F,40.692315,-73.985172,Brooklyn,21,66023,34375,Jay St.-MetroTech,47,1500,001500
F,40.70138,-73.986655,Brooklyn,22,167737,74464,York St.,47,2100,002100
F,40.714404,-73.989918,Manhattan,23,86806,39239,East Broadway,61,1401,001401
F,40.71841,-73.987181,Manhattan,24,29554,18984,Delancey St.-Essex St.,61,1402,001402
F,40.7232,-73.988863,Manhattan,25,55565,45000,2 Ave.,61,3602,003602
F,40.725499,-73.996387,Manhattan,26,116250,83497,Broadway-Lafayette St.,61,5502,005502
F,40.733259,-73.999615,Manhattan,27,114963,77355,W 4 St.- washington square,61,6300,006300
F,40.738678,-73.995632,Manhattan,28,150110,81696,14 St.-6 Ave.,61,5400,005400
F,40.742825,-73.992383,Manhattan,29,138750,68523,23 St.,61,5800,005800
F,40.749891,-73.987495,Manhattan,30,76659,41276,34 St.-Herald Square,61,7600,007600
F,40.754832,-73.983657,Manhattan,31,69250,60083,42 St.-Bryant Park,61,9600,009600
F,40.759953,-73.980117,Manhattan,32,71618,67500,47-50 Sts.-Rockefeller Center,61,10400,010400
F,40.764564,-73.97683,Manhattan,33,144659,78354,57 St.,61,11201,011201
F,40.764881,-73.966411,Manhattan,34,152353,115430,Lexington Ave.-63 St.,61,12000,012000
F,40.759016,-73.953505,Manhattan,35,74109,49976,Roosevelt Island,61,23801,023801
F,40.754255,-73.941935,Queens,36,58793,26875,21 St.-Queensbridge,81,3300,003300
F,40.747238,-73.892146,Queens,37,53574,41639,Jackson Heights-Roosevelt Ave.,81,28900,028900
F,40.721916,-73.844352,Queens,38,90286,55000,Forest Hills-71 Ave.,81,73900,073900
F,40.719061,-73.837916,Queens,39,72063,56267,75 Ave.,81,75701,075701
F,40.713663,-73.830011,Queens,40,64428,42648,Kew Gardens-Union Turnpike,81,21600,021600
F,40.709316,-73.819773,Queens,41,55784,43177,Briarwood-Van Wyck Blvd.,81,22001,022001
F,40.705341,-73.81186,Queens,42,41009,30746,Sutphin Blvd.,81,23800,023800
F,40.707062,-73.804332,Queens,43,37107,40230,Parsons Blvd.,81,23600,023600
F,40.709852,-73.794564,Queens,44,28308,30053,169 St.,81,46000,046000
F,40.712581,-73.783377,Queens,45,47813,35200,Jamaica-179 St.,81,46800,046800
G,40.642692,-73.97926,Brooklyn,1,30000,30329,Church Ave.,47,48600,048600
G,40.651608,-73.975596,Brooklyn,2,78380,49184,Fort Hamilton Parkway,47,50202,050202
G,40.659436,-73.979951,Brooklyn,3,66603,43925,15 St.-Prospect Park,47,16900,016900
G,40.667004,-73.981331,Brooklyn,4,104432,66809,7 Ave.,47,15300,015300
G,40.670387,-73.98848,Brooklyn,5,79444,57042,4 Ave.-9 St.,47,13700,013700
G,40.674725,-73.997505,Brooklyn,6,99543,44444,Smith-9 Sts.,47,7700,007700
G,40.680944,-73.994247,Brooklyn,7,98646,69107,Carroll St.,47,7500,007500
G,40.686727,-73.990269,Brooklyn,8,95781,56429,Bergen St.,47,4300,004300
G,40.688396,-73.984216,Brooklyn,9,73750,36667,Hoyt St.- Schermerhorn St.,47,3700,003700
G,40.687159,-73.97629,Brooklyn,10,83688,45213,Fulton St.,47,3300,003300
G,40.688114,-73.967575,Brooklyn,11,75607,48885,Clinton-Washington Aves.,47,19700,019700
G,40.688781,-73.959871,Brooklyn,12,37370,23099,Classon Ave.,47,23300,023300
G,40.689367,-73.954957,Brooklyn,13,34717,23358,Bedford-Nostrand Aves.,47,24300,024300
G,40.6955,-73.94896,Brooklyn,14,33071,32275,Myrtle-Willoughby Aves.,47,25700,025700
