stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
1040069,"ON 42ND AT STRONG NORTHBOUND",,  39.074970, -94.677109,,,,,,
1040070,"ON STRONG AT 41ST EASTBOUND",,  39.075012, -94.675964,,,,,,
1040071,"ON STRONG AT 39TH EASTBOUND",,  39.075027, -94.673859,,,,,,
1040072,"ON STRONG AT 38TH EASTBOUND",,  39.075016, -94.672623,,,,,,
1040073,"ON STRONG AT 37TH EASTBOUND",,  39.075020, -94.671532,,,,,,
1040074,"ON STRONG AT 35TH EASTBOUND",,  39.075031, -94.669327,,,,,,
1040075,"ON STRONG AT 32ND EASTBOUND",,  39.075043, -94.666008,,,,,,
1040076,"ON STRONG AT 30TH EASTBOUND",,  39.075050, -94.663780,,,,,,
1040077,"ON STRONG AT 29TH EASTBOUND",,  39.075050, -94.662666,,,,,,
1040078,"ON STRONG AT 28TH EASTBOUND",,  39.075047, -94.661522,,,,,,
1040079,"ON STRONG AT 26TH EASTBOUND",,  39.075043, -94.659332,,,,,,
1040080,"ON STRONG AT 24TH EASTBOUND",,  39.074615, -94.657074,,,,,,
1040081,"ON METROPOLITAN AT 24TH EASTBOUND",,  39.072884, -94.656845,,,,,,
1040082,"ON METROPOLITAN AT 22ND EASTBOUND",,  39.072803, -94.653549,,,,,,
1040083,"ON 22ND AT RUBY TFWY SOUTHBOUND",,  39.071629, -94.653534,,,,,,
1040084,"ON RUBY AT 18TH EASTBOUND",,  39.071442, -94.648972,,,,,,
1040085,"ON RUBY AT 17TH EASTBOUND",,  39.071445, -94.648224,,,,,,
1040086,"ON RUBY AT 15TH EB",,  39.071430, -94.646088,,,,,,
1040087,"ON RUBY AT 14TH EASTBOUND",,  39.071415, -94.644562,,,,,,
1040088,"ON RUBY AT VALLEY EASTBOUND",,  39.071396, -94.642113,,,,,,
1040089,"ON 12TH AT METROPOLITAN NORTHBOUND",,  39.072033, -94.640144,,,,,,
1040090,"ON 7TH AT STEIN NORTHBOUND",,  39.072636, -94.622650,,,,,,
1040091,"ON 7TH AT CHEYENNE NORTHBOUND",,  39.080822, -94.625565,,,,,,
1040092,"ON 7TH AT MIAMI NORTHBOUND",,  39.082279, -94.625648,,,,,,
1040093,"ON 10TH AT ARGENTINE NORTHBOUND",,  39.084732, -94.635185,,,,,,
1040094,"ON 10TH AT SHAWNEE NORTHBOUND",,  39.085716, -94.635201,,,,,,
1040095,"ON 10TH AT KANSAS NORTHBOUND",,  39.087246, -94.635208,,,,,,
1040096,"ON 10TH AT MCALPINE NORTHBOUND",,  39.089081, -94.635223,,,,,,
1040097,"ON 10TH AT MONTANA NORTHBOUND",,  39.092587, -94.635262,,,,,,
1040098,"ON 10TH AT RAY NORTHBOUND",,  39.094006, -94.635292,,,,,,
1040099,"ON 10TH AT IVANDALE NORTHBOUND",,  39.096146, -94.635292,,,,,,
1040100,"ON 10TH AT PACIFIC NORTHBOUND",,  39.098663, -94.635330,,,,,,
1040101,"ON 10TH AT CENTRAL NORTHBOUND",,  39.100658, -94.635353,,,,,,
1040102,"ON 10TH AT 15 N 10TH NORTHBOUND",,  39.101055, -94.635330,,,,,,
1040103,"ON 10TH AT CALVIN NORTHBOUND",,  39.103233, -94.635361,,,,,,
1040104,"ON 10TH AT FORD NB",,  39.104897, -94.635384,,,,,,
1040105,"ON 10TH AT TENNY NORTHBOUND",,  39.106125, -94.635391,,,,,,
1040106,"ON 10TH AT SPLITLOG NORTHBOUND",,  39.108475, -94.635391,,,,,,
1040107,"ON 10TH AT ORVILLE NORTHBOUND",,  39.109711, -94.635361,,,,,,
1040108,"ON 10TH AT GRANDVIEW BLVD NORTHBOUND",,  39.111649, -94.635178,,,,,,
1040109,"ON 10TH AT ANN NORTHBOUND",,  39.113506, -94.635002,,,,,,
1040110,"ON 10TH AT MINNESOTA NORTHBOUND",,  39.115440, -94.635025,,,,,,
1040111,"ON ARGENTINE AT 12TH ST SOUTHWESTBOUND",,  39.082512, -94.639786,,,,,,
1040112,"ON ARMSTRONG AT 8TH ST WESTBOUND",,  39.114613, -94.629494,,,,,,
1042500,"ON STRONG AT 31ST EB",,  39.075043, -94.664864,,,,,,
1042501,"ON 12TH AT CHEYENNE NB",,  39.080448, -94.639824,,,,,,
1042502,"ON 12TH AT CHEYENNE SB",,  39.080627, -94.639977,,,,,,
1042503,"ON STRONG AT 31ST WB",,  39.075142, -94.664871,,,,,,
1042504,"ON STRONG AT 42ND WB",,  39.075119, -94.676834,,,,,,
1042700,"ON STRONG AT 29TH WB",,  39.075169, -94.662430,,,,,,
1060007,"ON BROADWAY AT 10TH NORTHBOUND",,  39.102280, -94.588226,,,,,,
1060009,"ON BROADWAY AT 8TH NORTHBOUND",,  39.104618, -94.588127,,,,,,
1060011,"ON 4TH AT WASHINGTON SOUTHBOUND",,  39.118263, -94.618813,,,,,,
1060017,"ON 6TH AT MINNESOTA SOUTHBOUND",,  39.115383, -94.624130,,,,,,
106002,"ON 10TH AT CENTRAL EB",,  39.102261, -94.586998,,,,,,
1060020,"ON 7TH AT ARMSTRONG NORTHBOUND",,  39.114475, -94.626678,,,,,,
1060021,"ON 7TH AT MINNESOTA NB",,  39.115929, -94.626640,,,,,,
1060023,"ON 7TH AT WASHINGTON NORTHBOUND",,  39.118298, -94.626671,,,,,,
1060024,"ON 7TH AT OAKLAND NORTHBOUND",,  39.120369, -94.626694,,,,,,
1060025,"ON 7TH AT FREEMAN NORTHBOUND",,  39.121307, -94.626701,,,,,,
1060026,"ON 7TH AT WALKER NORTHBOUND",,  39.123348, -94.626686,,,,,,
