stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
1230002,"ON PARK TOWER DR AT WHEELING EASTBOUND",,  39.084789, -94.512207,,,,,,
1230003,"ON 23RD AT TOPPING WESTBOUND",,  39.083141, -94.515381,,,,,,
1230004,"ON 23RD AT OAKLEY WESTBOUND",,  39.083218, -94.517738,,,,,,
1230005,"ON 23RD AT HARDESTY WESTBOUND",,  39.083302, -94.519791,,,,,,
1230006,"ON 23RD AT VAN BRUNT WESTBOUND",,  39.083324, -94.520958,,,,,,
1230007,"ON 23RD AT BRIGHTON WESTBOUND",,  39.083450, -94.524406,,,,,,
1230008,"ON 23RD AT CHELSEA WB",,  39.083523, -94.526482,,,,,,
1230009,"ON 23RD AT LAWN WESTBOUND",,  39.083588, -94.528450,,,,,,
1230011,"ON 23RD AT CYPRESS WESTBOUND",,  39.083637, -94.530533,,,,,,
1230013,"ON 23RD AT JACKSON WESTBOUND",,  39.083736, -94.533630,,,,,,
1230014,"ON 23RD AT MYRTLE WESTBOUND",,  39.083782, -94.535767,,,,,,
1230015,"ON 23RD AT CLEVELAND WESTBOUND",,  39.083904, -94.538216,,,,,,
1230016,"ON 23RD AT MONROE WESTBOUND",,  39.083946, -94.539330,,,,,,
1230017,"ON 23RD AT INDIANA WESTBOUND",,  39.084293, -94.542801,,,,,,
1230018,"ON 23RD AT WALROND WESTBOUND",,  39.084351, -94.545555,,,,,,
1230020,"ON 23RD AT BENTON WESTBOUND",,  39.084534, -94.549942,,,,,,
1230022,"ON 23RD AT PROSPECT WESTBOUND",,  39.084568, -94.551872,,,,,,
1230023,"ON 22ND AT PROSPECT WESTBOUND",,  39.085545, -94.552269,,,,,,
1230024,"ON 22ND AT OLIVE WESTBOUND",,  39.085598, -94.554283,,,,,,
1230026,"ON 22ND AT BROOKLYN WESTBOUND",,  39.085682, -94.556602,,,,,,
1230027,"ON 22ND AT LINCOLN MIDDLE SCHOOL WESTBOUND",,  39.085758, -94.558899,,,,,,
1230028,"ON 22ND AT WOODLAND WESTBOUND",,  39.085842, -94.561104,,,,,,
1230029,"ON WOODLAND AT 21ST NORTHBOUND",,  39.086948, -94.561165,,,,,,
1230045,"ON SW BLVD AT WYANDOTTE WESTBOUND",,  39.089802, -94.585922,,,,,,
1230046,"ON SW BLVD AT CENTRAL WESTBOUND",,  39.088821, -94.587395,,,,,,
1230047,"ON SW BLVD AT BROADWAY WESTBOUND",,  39.087864, -94.588905,,,,,,
1230081,"ON SW BLVD AT BROADWAY EASTBOUND",,  39.087727, -94.588875,,,,,,
1230082,"ON SW BLVD AT CENTRAL EASTBOUND",,  39.088642, -94.587463,,,,,,
1230099,"ON WOODLAND AT 21ST SOUTHBOUND",,  39.087086, -94.561264,,,,,,
12301,"ON WHEELING AT 23RD NB",,  39.083107, -94.512283,,,,,,
1230100,"ON 22ND AT WOODLAND EASTBOUND",,  39.085754, -94.560928,,,,,,
1230101,"ON 22ND AT LINCOLN MIDDLE SCHOOL EASTBOUND",,  39.085636, -94.558907,,,,,,
1230102,"ON 22ND AT BROOKLYN EASTBOUND",,  39.085575, -94.556633,,,,,,
1230104,"ON 22ND AT OLIVE EASTBOUND",,  39.085522, -94.554466,,,,,,
1230105,"ON 22ND AT PROSPECT EASTBOUND",,  39.085461, -94.552185,,,,,,
1230106,"ON 23RD AT PROSPECT EASTBOUND",,  39.084484, -94.551872,,,,,,
1230107,"ON 23RD AT BENTON EASTBOUND",,  39.084400, -94.548782,,,,,,
1230108,"ON 23RD AT AGNES EASTBOUND",,  39.084324, -94.547607,,,,,,
1230109,"ON 23RD AT WALROND EASTBOUND",,  39.084270, -94.545853,,,,,,
1230110,"ON 23RD AT INDIANA EASTBOUND",,  39.084171, -94.543037,,,,,,
1230111,"ON 23RD AT CLEVELAND EASTBOUND",,  39.083767, -94.538460,,,,,,
1230112,"ON 23RD AT MYRTLE EASTBOUND",,  39.083687, -94.535927,,,,,,
1230113,"ON 23RD AT JACKSON EASTBOUND",,  39.083622, -94.533859,,,,,,
1230114,"ON 23RD AT KENSINGTON EASTBOUND",,  39.083569, -94.531754,,,,,,
1230115,"ON 23RD AT CYPRESS EASTBOUND",,  39.083542, -94.530685,,,,,,
1230117,"ON 23RD AT LAWN EASTBOUND",,  39.083477, -94.528687,,,,,,
1230118,"ON 23RD AT CHELSEA EASTBOUND",,  39.083412, -94.526718,,,,,,
1230119,"ON 23RD AT BRIGHTON EASTBOUND",,  39.083340, -94.524643,,,,,,
1230120,"ON 23RD AT VAN BRUNT EASTBOUND",,  39.083210, -94.521194,,,,,,
1230121,"ON 23RD AT HARDESTY EASTBOUND",,  39.083187, -94.520035,,,,,,
1230122,"ON 23RD AT OAKLEY EASTBOUND",,  39.083096, -94.517715,,,,,,
1230123,"ON 23RD AT TOPPING EASTBOUND",,  39.083031, -94.515388,,,,,,
1230124,"ON PARK TOWER DR AT LAYOVER SB",,  39.085327, -94.512245,,,,,,
1230126,"ON 23RD AT CHESTNUT EB",,  39.084408, -94.549934,,,,,,
1230127,"ON 23RD AT BENTON WESTBOUND",,  39.084518, -94.548775,,,,,,
12302,"ON MAIN AT 19TH NB",,  39.090534, -94.583557,,,,,,
1230311,"ON MAIN AT 27TH ST NB",,  39.078472, -94.584457,,,,,,
1232500,"ON WHEELING AT 23RD SB",,  39.083103, -94.512451,,,,,,
1232504,"ON 23RD AT MONROE EB",,  39.083832, -94.539566,,,,,,
1232505,"ON WHEELING AT PARK TOWER NB",,  39.084663, -94.512108,,,,,,
1240032,"ON 12TH AT CHARLOTTE EASTBOUND",,  39.099552, -94.573738,,,,,,
1252504,"ON GARDNER AT 3211 EB",,  39.127625, -94.543106,,,,,,
1260002,"ON FRONT AT 6002 FRONT ST WESTBOUND",,  39.130413, -94.507492,,,,,,
1260003,"ON FRONT AT N TOPPING WESTBOUND",,  39.130623, -94.514069,,,,,,
1260004,"ON N TOPPING AT DERAMUS NORTHBOUND",,  39.139160, -94.513641,,,,,,
1260005,"ON DERAMUS AT 5450 DERAMUS WESTBOUND",,  39.139526, -94.516602,,,,,,
1260006,"ON SOUTHERN AT 1700 SB",,  39.137882, -94.517868,,,,,,
1260007,"ON MUNICIPAL AT 5300 MUNICIPAL WESTBOUND",,  39.135216, -94.520142,,,,,,
1260008,"ON MUNICIPAL AT CHOUTEAU WESTBOUND",,  39.132881, -94.524437,,,,,,
1260009,"ON CHOUTEAU AT FRONT NORTHBOUND",,  39.131031, -94.522957,,,,,,
1260010,"ON GARDNER AT CHOUTEAU WB",,  39.126995, -94.520828,,,,,,
1260011,"ON GARDNER AT 4434 GARDNER WESTBOUND",,  39.127213, -94.527222,,,,,,
1260012,"ON GARDNER AT 4200 GARDNER WESTBOUND",,  39.127293, -94.530121,,,,,,
1260013,"ON GARDNER AT MONROE WB",,  39.127529, -94.536430,,,,,,
1260016,"ON BELLEFONTAINE AT NICHOLSON SB",,  39.124226, -94.544899,,,,,,
1260017,"ON NICHOLSON AT CHESTNUT TFWY WESTBOUND",,  39.124287, -94.547371,,,,,,
1260018,"ON GUINOTTE AT GARLAND WESTBOUND",,  39.118782, -94.551285,,,,,,
1260019,"ON GUINOTTE AT WABASH WESTBOUND",,  39.118565, -94.552422,,,,,,
1260020,"ON GUINOTTE AT OLIVE WESTBOUND",,  39.118347, -94.553505,,,,,,
1260021,"ON GUINOTTE AT PARK WESTBOUND",,  39.118065, -94.554848,,,,,,
1260022,"ON GUINOTTE AT 2100 GUINOTTE WESTBOUND",,  39.117718, -94.556450,,,,,,
1260023,"ON GUINOTTE AT 1820 GUINOTTE WESTBOUND",,  39.116951, -94.560059,,,,,,
1260024,"ON GUINOTTE AT 1716  WB",,  39.116596, -94.561676,,,,,,
1260025,"ON GUINOTTE AT 1640 GUINOTTE WESTBOUND",,  39.116348, -94.562950,,,,,,
1260026,"ON GUINOTTE AT ALTON WESTBOUND",,  39.115616, -94.565994,,,,,,
1260027,"ON GILLIS AT 4TH SOUTHBOUND",,  39.111736, -94.571434,,,,,,
1260029,"ON TROOST AT 5TH SOUTHBOUND",,  39.110970, -94.569939,,,,,,
1260031,"ON 5TH AT HARRISON WESTBOUND",,  39.110489, -94.572098,,,,,,
1260032,"ON 5TH AT CAMPBELL WESTBOUND",,  39.110237, -94.573326,,,,,,
1260033,"ON 5TH AT CHARLOTTE WESTBOUND",,  39.109993, -94.574509,,,,,,
1260034,"ON 5TH AT HOLMES WESTBOUND",,  39.109749, -94.575676,,,,,,
1260035,"ON 5TH AT LOCUST WESTBOUND",,  39.109249, -94.578209,,,,,,
1260036,"ON 5TH AT GRAND WESTBOUND",,  39.108879, -94.580353,,,,,,
1260037,"ON 5TH AT MAIN WESTBOUND",,  39.108387, -94.582703,,,,,,
1260038,"ON 5TH AT DELAWARE WESTBOUND",,  39.108128, -94.584000,,,,,,
1260039,"ON DELAWARE AT INDEP AVE SOUTHBOUND",,  39.107414, -94.583961,,,,,,
1260040,"ON MAIN AT 8TH SOUTHBOUND",,  39.104603, -94.583206,,,,,,
1260042,"ON MAIN AT 10TH NORTH OF 10TH SOUTHBOUND",,  39.102367, -94.583099,,,,,,
1260052,"ON WALNUT AT 5TH NORTHBOUND",,  39.108486, -94.581505,,,,,,
1260054,"ON 5TH AT LOCUST EASTBOUND",,  39.109169, -94.578117,,,,,,
1260055,"ON 5TH AT HOLMES EASTBOUND",,  39.109638, -94.575821,,,,,,
1260056,"ON 5TH AT CHARLOTTE EASTBOUND",,  39.109882, -94.574654,,,,,,
1260058,"ON 5TH AT HARRISON EASTBOUND",,  39.110378, -94.572250,,,,,,
1260060,"ON 5TH AT TROOST EASTBOUND",,  39.110809, -94.569977,,,,,,
1260061,"ON TROOST AT 4TH SOUTHBOUND",,  39.111782, -94.569710,,,,,,
1260062,"ON 4TH AT GILLIS WESTBOUND",,  39.111736, -94.571251,,,,,,
1260063,"ON GILLIS AT INDUSTRIAL NORTHBOUND",,  39.112122, -94.571411,,,,,,
1260064,"ON GUINOTTE AT ALTON EASTBOUND",,  39.115501, -94.565941,,,,,,
1260065,"ON GUINOTTE AT 1639 GUINOTTE EASTBOUND",,  39.116390, -94.562042,,,,,,
1260067,"ON GUINOTTE AT 2001 EB",,  39.117451, -94.557190,,,,,,
1260069,"ON GUINOTTE AT WABASH EASTBOUND",,  39.118454, -94.552567,,,,,,
1260070,"ON GUINOTTE AT GARLAND EASTBOUND",,  39.118660, -94.551491,,,,,,
1260071,"ON CHESTNUT TFWY AT NICHOLSON NORTHBOUND",,  39.124161, -94.548065,,,,,,
1260072,"ON BELLEFONTAINE AT NICHOLSON NB",,  39.124229, -94.544739,,,,,,
1260077,"ON GARDNER AT 4207 GARDNER EASTBOUND",,  39.127293, -94.533035,,,,,,
1260078,"ON GARDNER AT 4421 GARDNER EASTBOUND",,  39.127110, -94.527397,,,,,,
1260079,"ON GARDNER AT CHOUTEAU  EASTBOUND",,  39.126888, -94.520470,,,,,,
1260082,"ON MUNICIPAL AT 5304 MUNICIPAL EASTBOUND",,  39.135216, -94.519867,,,,,,
1260083,"ON MUNCIPAT AT 5321 MUNCIPAL EB",,  39.135399, -94.519264,,,,,,
1260086,"ON FRONT AT 6001 FRONT ST EASTBOUND",,  39.130157, -94.507355,,,,,,
1260087,"ON CHOUTEAU AT FRONT ST SOUTHBOUND",,  39.130894, -94.523003,,,,,,
12601,"ON GUINOTTE AT 1915 EB",,  39.117233, -94.558197,,,,,,
12602,"ON GUINOTTE AT PARK EB",,  39.117920, -94.555038,,,,,,
1262500,"ON GARDNER AT 3420 WB",,  39.127594, -94.538383,,,,,,
1262501,"ON GARDNER AT 3244 WB",,  39.127731, -94.542755,,,,,,
1262503,"ON UNIVERSAL AT COMMERCE NB",,  39.131657, -94.506134,,,,,,
1262505,"ON GARDNER AT 3501 EB",,  39.127457, -94.538040,,,,,,
1262506,"ON GARDNER AT MONROE",,  39.127415, -94.536674,,,,,,
1262507,"ON TOPPING AT EQUITABLE SB",,  39.137363, -94.513977,,,,,,
1262508,"ON TOPPING AT PARRETTA SB",,  39.134647, -94.514091,,,,,,
1262509,"ON N TOPPING AT 1225 N TOPPING SB",,  39.131962, -94.514267,,,,,,
126500,"ON TOPPING AT PARRETTA NB",,  39.134605, -94.513908,,,,,,
1290010,"ON PRAIRIE VIEW AT 64TH NORTHBOUND",,  39.210571, -94.640060,,,,,,
1292500,"ON BOARDWALK AT 8500 SB",,  39.247478, -94.655258,,,,,,
1292501,"ON BOARDWALK AT 8501 NB",,  39.247524, -94.654991,,,,,,
1292502,"ON PRAIRIE VIEW AT 6500 SB",,  39.213032, -94.641556,,,,,,
1292503,"ON VIVION AT OLD PIKE WB",,  39.181072, -94.581230,,,,,,
1292504,"ON VIVION AT KLAMM WB",,  39.179539, -94.608521,,,,,,
1292505,"ON VIVION AT GATEWAY WB",,  39.178238, -94.612373,,,,,,
1292506,"ON PRAIRIE VIEW BETWEEN 83RD & 81ST SOUTHBOUND",,  39.242405, -94.658875,,,,,,
13,"ON 51ST AT MAIN WB",,  39.034927, -94.587196,,,,,,
1320007,"ON MANCHESTER AT 50TH ST NORTHBOUND",,  39.183517, -94.488327,,,,,,
1320018,"ON PARVIN AT CORRINGTON WESTBOUND",,  39.168736, -94.495956,,,,,,
1320019,"ON PARVIN AT BENNINGTON WESTBOUND",,  39.170612, -94.503662,,,,,,
1320020,"ON BELMONT AT PARVIN SOUTHBOUND",,  39.169559, -94.508118,,,,,,
1320021,"ON APT DRIVE AT BELLAIRE WESTBOUND",,  39.168575, -94.510567,,,,,,
1320023,"ON N BRIGHTON AT PARVIN SOUTHBOUND",,  39.166779, -94.521484,,,,,,
1320024,"ON N BRIGHTON AT 39TH SOUTHBOUND",,  39.164467, -94.521545,,,,,,
1320025,"ON N BRIGHTON AT 37TH SOUTHBOUND",,  39.160748, -94.521690,,,,,,
1320027,"ON N BRIGHTON AT 38TH SB",,  39.162685, -94.521599,,,,,,
1320028,"ON ARMOUR AT LINN WB",,  39.143684, -94.567818,,,,,,
1320030,"ON BURLINGTON AT E 18TH AVE SOUTHBOUND",,  39.140038, -94.580620,,,,,,
1320031,"ON BURLINGTON AT E 16TH AVE SOUTHBOUND",,  39.137634, -94.580658,,,,,,
1320032,"ON BURLINGTON AT 16TH NORTHBOUND",,  39.137707, -94.580307,,,,,,
1320033,"ON BURLINGTON AT 18TH NORTHBOUND",,  39.140152, -94.580284,,,,,,
1320034,"ON ARMOUR AT GENTRY WB",,  39.142643, -94.573654,,,,,,
1320036,"ON ARMOUR AT ERIE WB",,  39.142250, -94.575897,,,,,,
1320054,"ON 8TH BETWEEN WALNUT AND GRAND EASTBOUND",,  39.104389, -94.581223,,,,,,
1320067,"ON ARMOUR AT WALKER EASTBOUND",,  39.146713, -94.548790,,,,,,
1320069,"ON N BRIGHTON AT 37TH NORTHBOUND",,  39.160778, -94.521545,,,,,,
1320070,"ON N BRIGHTON AT 38TH NORTHBOUND",,  39.162117, -94.521507,,,,,,
1320071,"ON N BRIGHTON AT 39TH NORTHBOUND",,  39.164505, -94.521446,,,,,,
1320074,"ON PARVIN AT BENNINGTON EASTBOUND",,  39.170261, -94.502769,,,,,,
1320076,"ON WORLDS OF FUN AVE AT #1 MAIN ENTRANCE NB",,  39.175869, -94.492332,,,,,,
1320081,"ON SAN RAFAEL AT MANCHESTER SOUTHBOUND",,  39.181133, -94.488327,,,,,,
1320084,"ON MANCHESTER AT 51ST ST NORTHBOUND",,  39.184715, -94.488312,,,,,,
1320091,"ON 53RD TERR AT PALMER WESTBOUND",,  39.190617, -94.490303,,,,,,
1320092,"ON RANDOLPH AT 52ND ST SOUTHBOUND",,  39.187843, -94.493591,,,,,,
1320093,"ON RANDOLPH AT CORRINGTON SOUTHBOUND",,  39.186775, -94.493622,,,,,,
1320094,"ON RANDOLPH AT 51ST ST SOUTHBOUND",,  39.186172, -94.493637,,,,,,
1320095,"ON RANDOLPH AT 46TH ST SB",,  39.177475, -94.493721,,,,,,
1320100,"ON ARMOUR AT WALKER WB",,  39.147057, -94.548035,,,,,,
132011,"ON RANDOLPH AT PARVIN SOUTHBOUND",,  39.168617, -94.493912,,,,,,
132013,"ON 53RD TERR AT GRACEMOR DR EB",,  39.191113, -94.486977,,,,,,
132014,"ON 53RD TERR AT GRACEMOR DR WB",,  39.191257, -94.486778,,,,,,
1330001,"ON VIVION AT N OAK EASTBOUND",,  39.181107, -94.576019,,,,,,
1330002,"ON VIVION AT CAMPBELL EB",,  39.181007, -94.569809,,,,,,
1330003,"ON VIVION AT DAVIDSON EASTBOUND",,  39.180988, -94.564880,,,,,,
1330004,"ON VIVION AT KNOLLWOOD APTS EASTBOUND",,  39.180965, -94.562630,,,,,,
1330005,"ON VIVION AT HIGHLAND EASTBOUND",,  39.180939, -94.559189,,,,,,
1330006,"ON VIVION AT 48TH EASTBOUND",,  39.181137, -94.557289,,,,,,
1330007,"ON VIVION AT GARFIELD EASTBOUND",,  39.182240, -94.554626,,,,,,
1330010,"ON VIVION AT OLIVE EASTBOUND",,  39.184772, -94.550804,,,,,,
1330012,"ON ANTIOCH AT ANTIOCH SHOPPING CENTER",,  39.187786, -94.547737,,,,,,
1330014,"ON ANTIOCH AT PENCE SOUTHBOUND",,  39.184151, -94.548943,,,,,,
1330015,"ON ANTIOCH AT 48TH SOUTHBOUND",,  39.180702, -94.548988,,,,,,
1330017,"ON ANTIOCH AT 46TH TERR SOUTHBOUND",,  39.178207, -94.548981,,,,,,
1330018,"ON ANTIOCH AT 45TH SOUTHBOUND",,  39.176140, -94.549011,,,,,,
1330019,"ON ANTIOCH AT 44TH TERR SOUTHBOUND",,  39.174679, -94.549072,,,,,,
1330020,"ON ANTIOCH AT 42ND SOUTHBOUND",,  39.168877, -94.550301,,,,,,
1330021,"ON PRATHER AT KELSEY SOUTHBOUND",,  39.168415, -94.551056,,,,,,
1330022,"ON PRATHER AT PARVIN SOUTHBOUND",,  39.167473, -94.552773,,,,,,
1330023,"ON PRATHER AT 39TH SB",,  39.164383, -94.554298,,,,,,
1330024,"ON PRATHER AT 38TH SOUTHBOUND",,  39.163151, -94.554573,,,,,,
1330026,"ON PRATHER AT 37TH SOUTHBOUND",,  39.161201, -94.555061,,,,,,
1330027,"ON PRATHER AT GARFIELD SOUTHBOUND",,  39.159561, -94.555405,,,,,,
1330028,"ON PRATHER AT CHIPPWEA SOUTHBOUND",,  39.156296, -94.556091,,,,,,
1330029,"ON VERNON AT 33RD TERR SOUTHBOUND",,  39.154854, -94.556290,,,,,,
1330030,"ON VERNON AT MOHAWK SOUTHBOUND",,  39.152054, -94.556007,,,,,,
1330031,"ON VERNON AT 26TH SOUTHBOUND",,  39.148399, -94.555878,,,,,,
1330049,"ON SWIFT BETWEEN ARMOUR AND 19TH SB",,  39.141479, -94.577339,,,,,,
1330053,"ON IRON AT 16TH SOUTHBOUND",,  39.137787, -94.571541,,,,,,
1330054,"ON IRON AT 15TH SOUTHBOUND",,  39.135941, -94.571579,,,,,,
1330055,"ON IRON AT 14TH SOUTHBOUND",,  39.134136, -94.571617,,,,,,
1330056,"ON 14TH AT GENTRY WESTBOUND",,  39.134140, -94.573814,,,,,,
1330057,"ON SWIFT AT 14TH FS SB",,  39.134022, -94.577438,,,,,,
1330063,"ON SWIFT AT 18TH SOUTHBOUND EASTBOUND",,  39.140259, -94.577347,,,,,,
1330064,"ON SWIFT AT 16TH SOUTHBOUND",,  39.137897, -94.577393,,,,,,
1330065,"ON SWIFT AT 14TH NS SB",,  39.134251, -94.577415,,,,,,
1330088,"ON 14TH AT SWIFT EASTBOUND",,  39.134090, -94.577118,,,,,,
1330089,"ON 14TH AT GENTRY EASTBOUND",,  39.134048, -94.574020,,,,,,
1330090,"ON IRON AT 14TH NORTHBOUND",,  39.134201, -94.571503,,,,,,
1330092,"ON IRON AT 16TH NORTHBOUND",,  39.137646, -94.571434,,,,,,
1330093,"ON IRON AT 18TH NORTHBOUND",,  39.140038, -94.571381,,,,,,
1330094,"ON IRON AT ARMOUR NORTHBOUND",,  39.142895, -94.571381,,,,,,
1330095,"ON PARVIN AT COLONIAL SQ NORTHBOUND",,  39.166721, -94.556679,,,,,,
1330114,"ON VERNON AT 26TH NORTHBOUND",,  39.148430, -94.555717,,,,,,
1330115,"ON VERNON AT MOHAWK NORTHBOUND",,  39.152279, -94.555901,,,,,,
1330116,"ON PRATHER AT 33RD TERR NORTHBOUND",,  39.155033, -94.556122,,,,,,
1330117,"ON PRATHER AT 34TH TERR NORTHBOUND",,  39.157543, -94.555679,,,,,,
1330118,"ON PRATHER AT ROCKCREEK PKWY NORTHBOUND",,  39.159031, -94.555367,,,,,,
1330119,"ON PRATHER AT 37TH TERR NORTHBOUND",,  39.162323, -94.554657,,,,,,
1330120,"ON PRATHER AT 38TH NORTHBOUND",,  39.163403, -94.554405,,,,,,
1330121,"ON PRATHER AT 39TH NORTHBOUND",,  39.164436, -94.554169,,,,,,
1330122,"ON PRATHER AT PARVIN NORTHBOUND",,  39.167240, -94.552917,,,,,,
1330123,"ON PRATHER AT KELSEY NORTHBOUND",,  39.168316, -94.550987,,,,,,
1330125,"ON ANTIOCH AT 43RD NORTHBOUND",,  39.171394, -94.548950,,,,,,
1330126,"ON ANTIOCH AT 44TH NORTHBOUND",,  39.173851, -94.548927,,,,,,
1330127,"ON ANTIOCH AT 45TH NORTHBOUND",,  39.176205, -94.548904,,,,,,
1330128,"ON ANTIOCH AT 46TH NORTHBOUND",,  39.177467, -94.548882,,,,,,
1330129,"ON ANTIOCH AT 47TH TERR NORTHBOUND",,  39.180523, -94.548836,,,,,,
1330134,"ON VIVION AT OLIVE WESTBOUND",,  39.184822, -94.550980,,,,,,
1330136,"ON VIVION AT BROOKLYN WESTBOUND",,  39.183311, -94.553360,,,,,,
1330137,"ON VIVION AT GARFIELD WESTBOUND",,  39.182339, -94.554817,,,,,,
1330138,"ON VIVION AT 2000 NE VIVION WB",,  39.181213, -94.557571,,,,,,
1330139,"ON VIVION AT HIGHLAND WESTBOUND",,  39.181065, -94.559204,,,,,,
1330140,"ON VIVION AT KNOLLWOOD WESTBOUND",,  39.181110, -94.562630,,,,,,
1330141,"ON VIVION AT DAVIDSON WESTBOUND",,  39.181110, -94.564568,,,,,,
1330142,"ON VIVION AT CAMPBELL WESTBOUND",,  39.181137, -94.569107,,,,,,
1330143,"ON VIVION AT N OAK WESTBOUND",,  39.181232, -94.577271,,,,,,
1330184,"ON VIVION AT 48TH WB",,  39.181087, -94.558334,,,,,,
1331001,"ON PARVIN AT COLONIAL SQ HOLMES WESTBOUND",,  39.167835, -94.554565,,,,,,
1331002,"ON PARVIN AT COLONIAL SQ HOLMES 2 WESTBOUND",,  39.166988, -94.556328,,,,,,
1331009,"ON GRAND AT 10TH SOUTHBOUND",,  39.102356, -94.580849,,,,,,
1332500,"ON ANTIOCH AT 43RD SB",,  39.171974, -94.549103,,,,,,
1332501,"ON ANTIOCH AT VIVION SB",,  39.185925, -94.548882,,,,,,
1332502,"ON IRON AT 18TH SB",,  39.140217, -94.571518,,,,,,
1332503,"ON 10TH AT CLAY WB",,  39.126934, -94.578598,,,,,,
1332504,"ON ANTIOCH AT 50TH NB",,  39.184250, -94.548759,,,,,,
13500,"ON 69 HWY AT EUGENE FIELD DR SOUTHWESTBOUND",,  39.195065, -94.507545,,,,,,
1350001,"ON NE VIVION RD AT N DENVER WESTBOUND",,  39.188095, -94.518753,,,,,,
1350002,"ON N BRIGHTON AT NE VIVION RD SOUTHBOUND",,  39.187660, -94.521286,,,,,,
1350003,"ON N BRIGHTON AT DAY CARE CENTER SOUTHBOUND",,  39.185524, -94.521294,,,,,,
1350004,"ON N BRIGHTON AT 50TH ST SOUTHBOUND",,  39.185017, -94.521301,,,,,,
1350006,"ON N BRIGHTON AT 49TH ST SOUTHBOUND",,  39.181679, -94.521339,,,,,,
1350007,"ON N BRIGHTON AT 48TH ST SOUTHBOUND",,  39.180851, -94.521339,,,,,,
1350008,"ON N BRIGHTON AT 47TH ST SOUTHBOUND",,  39.179092, -94.521400,,,,,,
1350009,"ON N BRIGHTON AT 46TH ST SOUTHBOUND",,  39.178181, -94.521393,,,,,,
1350010,"ON 45TH TERRACE AT N LISTER WESTBOUND",,  39.176388, -94.523689,,,,,,
1350011,"ON 45TH TERR AT N ELMWOOD WESTBOUND",,  39.176411, -94.525917,,,,,,
1350013,"ON 45TH TERR AT N KENSINGTON WESTBOUND",,  39.176418, -94.528748,,,,,,
1350014,"ON 45TH TERR AT N JACKSON WESTBOUND",,  39.176510, -94.530548,,,,,,
1350015,"ON WINN RD AT 44TH ST SOUTHBOUND",,  39.173809, -94.531761,,,,,,
1350016,"ON WINN RD AT 42ND TERR SOUTHBOUND",,  39.170631, -94.531769,,,,,,
1350017,"ON WINN RD AT 41ST ST SOUTHBOUND",,  39.168091, -94.531937,,,,,,
1350018,"ON CHOUTEAU AT RUSSELL RD SOUTHBOUND",,  39.166164, -94.532166,,,,,,
1350019,"ON CHOUTEAU AT PARVIN RD SOUTHBOUND",,  39.162533, -94.532402,,,,,,
1350021,"ON WINN RD AT PARVIN RD SOUTHBOUND",,  39.163151, -94.536880,,,,,,
1350022,"ON WINN RD AT N BALES SOUTHBOUND",,  39.161354, -94.539452,,,,,,
1350023,"ON WINN RD AT N COLLEGE SOUTHBOUND",,  39.160843, -94.541458,,,,,,
1350025,"ON WINN RD AT N BELLEFONTAINE SOUTHBOUND",,  39.159546, -94.545166,,,,,,
1350026,"ON 10 HWY AT 3540 NE ANTIOCH RD SOUTHBOUND",,  39.157330, -94.547119,,,,,,
1350027,"ON 10 HWY AT EXCELSIOR WESTBOUND",,  39.154335, -94.547485,,,,,,
1350029,"ON WALKER RD AT ROCKCREEK PKWY SOUTHBOUND",,  39.148846, -94.548546,,,,,,
1350030,"ON WALKER RD AT CLAY EDWARDS DR. SOUTHBOUND",,  39.148045, -94.548607,,,,,,
1350032,"NKC HOSPITAL  PHYSICIAN'S LOT SOUTHBOUND",,  39.148300, -94.549942,,,,,,
1350033,"ON E 26TH AVE AT SEMINOLE WESTBOUND",,  39.148087, -94.554398,,,,,,
1350034,"ON VERNON AT TANEY SOUTHBOUND",,  39.146839, -94.556320,,,,,,
1350035,"ON ARMOUR RD BETWEEN VERNON AND TANEY WB",,  39.145565, -94.557487,,,,,,
1350036,"ON ARMOUR RD AT OZARK  WESTBOUND",,  39.144367, -94.564377,,,,,,
1350040,"ON SWIFT AT E 13TH AVE SOUTHBOUND",,  39.132412, -94.577454,,,,,,
1350041,"ON SWIFT AT E 12TH AVE SOUTHBOUND",,  39.130558, -94.577507,,,,,,
1350042,"ON SWIFT AT E 10TH AVE SOUTHBOUND",,  39.126999, -94.577477,,,,,,
1350043,"ON BURLINGTON AT E 10TH AVE SOUTHBOUND",,  39.126675, -94.580765,,,,,,
1350052,"ON GRAND AT 9TH SB NS",,  39.103584, -94.580757,,,,,,
1350066,"ON SWIFT AT E 10TH AVE NORTHBOUND",,  39.127129, -94.577385,,,,,,
1350067,"ON SWIFT AT E 12TH AVE NORTHBOUND",,  39.130615, -94.577347,,,,,,
1350068,"ON SWIFT AT E 13TH AVE NORTHBOUND",,  39.132221, -94.577347,,,,,,
1350069,"ON SWIFT AT E 14TH AVE NORTHBOUND",,  39.134533, -94.577316,,,,,,
1350072,"ON ARMOUR AT HOWELL EB",,  39.142696, -94.572723,,,,,,
1350073,"ON ARMOUR AT ERIE EB",,  39.142078, -94.576141,,,,,,
1350074,"ON ARMOUR AT FAYETTE EASTBOUND",,  39.142330, -94.574707,,,,,,
1350075,"ON ARMOUR AT IRON EB",,  39.142918, -94.571541,,,,,,
1350077,"ON ARMOUR AT OZARK EASTBOUND",,  39.144085, -94.564537,,,,,,
