StationName	LINE_ID	Line	Title	Color	stop_lon	stop_lat	ROUTE	TERMINUS	WkdyEntry
Heath Street	EGREEN12	Green Line	Green Line (E)	4A8E14	-71.11028102	42.32831128	E - Health Street	Y	622
Oak Grove	ORANGE01	Orange Line	Orange Line	F7931D	-71.07082633	42.4375046	Forest Hills to Oak Grove	Y	5994
Malden Center	ORANGE02	Orange Line	Orange Line	F7931D	-71.07431522	42.42658098	Forest Hills to Oak Grove	N	11258
Wellington	ORANGE03	Orange Line	Orange Line	F7931D	-71.07711744	42.40174005	Forest Hills to Oak Grove	N	7464
Sullivan Square	ORANGE04	Orange Line	Orange Line	F7931D	-71.07693157	42.38429742	Forest Hills to Oak Grove	N	9004
Community College	ORANGE05	Orange Line	Orange Line	F7931D	-71.07033822	42.37390813	Forest Hills to Oak Grove	N	3695
North Station	ORANGE06	Orange Line	Orange Line	F7931D	-71.05998294	42.36514376	Forest Hills to Oak Grove	N	16702
Haymarket	ORANGE07	Orange Line	Orange Line	F7931D	-71.05785166	42.36247252	Forest Hills to Oak Grove	N	11223
State	ORANGE08	Orange Line	Orange Line	F7931D	-71.05781905	42.35879934	Forest Hills to Oak Grove	N	12533
Downtown Crossing	ORANGE09	Orange Line	Orange Line	F7931D	-71.0605121	42.35543398	Forest Hills to Oak Grove	N	22880
Chinatown	ORANGE10	Orange Line	Orange Line	F7931D	-71.06256817	42.35241527	Forest Hills to Oak Grove	N	5822
Tufts Medical Center	ORANGE11	Orange Line	Orange Line	F7931D	-71.06428155	42.34908001	Forest Hills to Oak Grove	N	5684
Back Bay	ORANGE12	Orange Line	Orange Line	F7931D	-71.07510604	42.3475591	Forest Hills to Oak Grove	N	16769
Massachusetts Ave	ORANGE13	Orange Line	Orange Line	F7931D	-71.08415065	42.34100639	Forest Hills to Oak Grove	N	5248
Ruggles	ORANGE14	Orange Line	Orange Line	F7931D	-71.08950957	42.33666615	Forest Hills to Oak Grove	N	8378
Roxbury Crossing	ORANGE15	Orange Line	Orange Line	F7931D	-71.09600502	42.33086765	Forest Hills to Oak Grove	N	3693
Jackson Square	ORANGE16	Orange Line	Orange Line	F7931D	-71.09993248	42.32317162	Forest Hills to Oak Grove	N	4968
Stony Brook	ORANGE17	Orange Line	Orange Line	F7931D	-71.10444127	42.3170998	Forest Hills to Oak Grove	N	3163
Green Street	ORANGE18	Orange Line	Orange Line	F7931D	-71.10805939	42.30989874	Forest Hills to Oak Grove	N	3229
Forest Hills	ORANGE19	Orange Line	Orange Line	F7931D	-71.11419143	42.30077124	Forest Hills to Oak Grove	Y	13568
Alewife	allRED01	Red Line	Red Line (main)	EF4036	-71.14207731	42.39612103	A - Ashmont  B - Braintree  C - Alewife	Y	10657
Davis	allRED02	Red Line	Red Line (main)	EF4036	-71.12223402	42.39675186	A - Ashmont  B - Braintree  C - Alewife	N	11628
Porter	allRED03	Red Line	Red Line (main)	EF4036	-71.11911422	42.38832048	A - Ashmont  B - Braintree  C - Alewife	N	8552
Harvard	allRED04	Red Line	Red Line (main)	EF4036	-71.11890607	42.37402923	A - Ashmont  B - Braintree  C - Alewife	N	21868
Central	allRED05	Red Line	Red Line (main)	EF4036	-71.10382518	42.36543994	A - Ashmont  B - Braintree  C - Alewife	N	14531
Kendall/MIT	allRED06	Red Line	Red Line (main)	EF4036	-71.08619149	42.36241534	A - Ashmont  B - Braintree  C - Alewife	N	13975
Charles/MGH	allRED07	Red Line	Red Line (main)	EF4036	-71.07108061	42.36116762	A - Ashmont  B - Braintree  C - Alewife	N	10615
Park Street	allRED08	Red Line	Red Line (main)	EF4036	-71.06230984	42.35620327	A - Ashmont  B - Braintree  C - Alewife	N	19836
Downtown Crossing	allRED09	Red Line	Red Line (main)	EF4036	-71.0605121	42.35543398	A - Ashmont  B - Braintree  C - Alewife	N	22880
