"x2univ1","x2univ2a","x2univ2b","w1student","w1parent","w1mathtch","w1scitch","w2student","w2w1stu"
"11",1,1,201.0462,301.130032,294.046787,0,204.252748,207.737558
"01",2,1,0,0,0,0,59.516205,0
"01",2,1,0,0,0,0,10.505635,0
"11",1,5,231.192107,307.687227,281.325906,0,273.75311,275.277375
"10",1,7,173.530284,238.468137,306.817557,304.159289,0,0
"11",1,1,182.057735,0,215.74949,0,200.628874,251.591337
"01",2,1,0,0,0,0,115.639353,0
"11",1,1,53.044489,74.633033,58.265121,0,56.263059,56.69805
"01",2,1,0,0,0,0,17.229296,0
"11",1,1,218.884636,289.460531,251.132537,293.946124,216.404422,218.867546
"11",1,1,232.513166,0,376.567613,350.744361,251.53213,321.879455
"11",1,1,670.027415,872.594662,1101.201565,997.624598,701.72885,718.368242
"11",1,1,119.874435,0,143.239649,145.147126,133.012589,166.784155
"11",1,1,375.819487,500.167835,457.315602,475.007059,419.376299,421.368349
"11",1,1,37.327546,45.683174,34.895166,27.26991,26.577047,29.507613
"11",1,1,51.971737,68.947275,74.669606,83.741253,55.77272,57.934871
"11",1,1,61.003029,75.640391,77.601708,67.419315,75.99789,71.960494
"11",1,1,104.790675,0,128.470761,135.686614,161.210964,227.382364
"11",1,1,190.698814,248.421237,324.735627,202.295502,204.562611,201.393822
"10",1,7,258.764691,0,422.571293,414.540368,0,0
"11",1,1,359.77168,468.540302,591.290935,535.675212,339.962453,356.498704
"01",2,1,0,0,0,0,175.347621,0
"11",1,1,310.78035,386.554822,536.661451,600.973986,337.267569,345.267464
"11",1,1,209.052111,259.755424,373.261471,0,209.677413,205.753218
"11",1,1,146.855802,187.3321,201.951554,211.086246,141.892627,140.648402
"11",1,1,246.87862,324.872863,289.313308,320.784418,213.363149,220.802439
"11",1,1,372.869993,0,654.420405,0,358.46133,458.829158
"11",1,1,157.891787,217.680423,155.699802,0,151.400563,152.422077
"11",1,1,182.912303,247.070858,0,0,194.064071,196.899513
"11",1,1,188.175801,249.633371,217.017845,0,190.551981,191.886079
"11",1,1,44.040104,55.666776,64.923673,53.054846,46.066693,47.355578
"11",1,1,89.124507,117.861298,102.25507,119.687722,89.931285,90.711039
"11",1,1,208.164661,260.880246,246.169609,256.346623,190.218817,191.470805
"11",1,1,768.835797,965.778483,0,1120.514434,792.561047,821.292719
"01",2,1,0,0,0,0,5.928791,0
"11",1,1,189.529761,252.239954,230.629118,0,267.182529,268.27335
"11",1,1,71.450297,92.85258,82.108052,0,69.78501,71.009193
"11",1,1,218.205363,327.922294,387.251882,0,227.243926,227.741261
"11",1,1,230.089486,0,307.093848,285.552293,303.712868,343.71618
"10",1,7,141.956011,210.256177,0,0,0,0
"01",2,1,0,0,0,0,79.887076,0
"11",1,1,81.39476,106.977611,97.259743,98.554921,84.441746,85.59318
"11",1,1,1037.330818,1347.103234,1398.948541,0,878.301321,902.889906
"11",1,1,195.555885,267.965087,355.720137,363.370164,193.2763,210.772055
"11",1,1,69.98698,75.83741,86.581824,46.018084,73.680644,74.559857
"10",1,7,230.144916,0,296.315922,366.763473,0,0
"11",1,1,25.729574,27.880389,31.830398,0,28.527463,28.886949
"11",1,1,275.419093,334.596257,293.364668,331.542423,276.34048,281.581208
"11",1,1,55.285563,73.63221,0,0,50.185205,51.469666
"11",1,1,187.599582,0,214.539905,238.60995,228.402405,239.198731
"11",1,1,150.256685,216.478453,221.465674,0,153.335167,154.099814
"11",1,1,56.787316,69.166269,63.838793,73.829656,54.100274,55.175759
"11",1,1,224.059941,322.784715,274.791085,0,235.952281,237.916052
"11",1,1,240.030103,309.765145,0,0,261.275968,257.473412
"11",1,1,719.731053,960.591582,0,1351.300264,745.869798,759.225905
"11",1,1,98.358119,119.298591,90.489933,125.322008,100.614706,103.238206
"11",1,1,70.54653,94.984302,74.696734,82.280869,72.153327,72.636137
"10",1,7,158.36284,195.910421,224.656567,275.781465,0,0
"11",1,1,121.605905,144.977699,123.225306,161.353009,120.766026,124.529465
"11",1,1,39.881595,50.72752,59.224815,49.329471,42.043357,42.313052
"11",1,2,158.327718,0,189.607683,187.89938,170.903655,173.40349
"01",2,1,0,0,0,0,63.314382,0
"11",1,5,81.301957,100.149899,95.181737,102.821543,85.711311,86.779786
"11",1,1,36.275721,44.253262,31.348064,27.382989,25.265893,27.91457
"11",1,6,599.622439,0,663.579516,0,693.928305,755.129793
"01",2,1,0,0,0,0,388.633943,0
"01",2,1,0,0,0,0,133.224657,0
"10",1,7,83.976848,100.116603,85.09515,0,0,0
"11",1,1,93.516306,110.016223,140.248508,103.796835,99.277512,91.385984
"11",1,1,126.823072,168.25576,153.607029,167.375207,140.942023,142.036438
"11",1,1,103.251597,127.188045,120.878595,0,101.454579,102.676875
"11",1,1,107.083761,182.348444,176.362071,183.504957,110.58444,109.252309
"01",2,1,0,0,0,0,3.363165,0
"11",1,1,32.726935,0,42.073542,0,58.031367,60.458939
"11",1,1,309.744986,412.231097,0,0,310.980174,313.115483
"11",1,1,158.687511,189.931155,210.559728,259.464799,181.850818,181.042032
"11",1,1,224.210869,289.158276,264.239698,284.626508,244.442897,241.379978
"11",1,1,99.764293,127.800219,172.020493,120.000976,96.873661,98.317923
"11",1,1,18.356672,0,21.218526,27.434292,20.881879,21.302456
"11",1,1,88.564994,122.610917,158.665448,0,101.050597,99.854171
"11",1,1,149.563645,199.312238,0,185.312854,144.773328,151.731964
"11",1,1,22.412418,0,39.055248,42.827889,28.553812,35.002576
"11",1,4,386.260285,512.411568,445.463096,497.492221,403.073496,410.91081
"11",1,1,145.586823,194.010123,245.729796,179.333712,146.924759,144.532433
"10",1,7,298.513422,389.869076,410.399553,0,0,0
"11",1,6,77.210642,0,129.712229,94.318303,100.09015,105.942608
"11",1,1,434.567388,565.948757,714.218965,0,444.267383,456.933678
"11",1,1,141.8576,161.631946,155.207229,197.132167,135.770936,144.994014
"01",2,1,0,0,0,0,359.686714,0
"11",1,1,10.992838,0,0,0,11.548984,13.975809
"11",1,1,60.898359,80.640389,75.322542,79.537543,69.013522,69.631337
"11",1,1,117.177204,0,140.016689,0,129.628194,135.388966
"11",1,1,120.080565,160.39258,186.461218,0,122.822835,120.370427
"01",2,2,0,0,0,0,6.700112,0
"11",1,1,9.647795,11.867686,7.014579,10.179481,11.7661,13.283503
"11",1,1,14.139531,14.673925,25.043398,0,14.287097,14.103126
"10",1,7,71.613167,0,45.267629,0,0,0
"11",1,6,44.539917,0,50.1801,46.61504,48.939,57.659944
"11",1,1,1526.441293,0,2747.622996,2068.407444,2288.721332,2453.292739
"11",1,1,249.860482,326.640563,375.375735,0,278.395052,282.058889
"10",1,7,411.59645,0,593.915095,0,0,0
"11",1,1,113.805738,148.212263,0,0,106.470981,108.626036
"01",2,1,0,0,0,0,11.76428,0
"11",1,2,101.747224,127.115386,181.740437,164.613482,103.993789,103.557407
"11",1,1,96.720874,0,104.660396,126.066543,111.563654,159.108425
"11",1,1,80.9134,97.698871,145.587148,128.273496,80.08177,84.390674
"11",1,1,279.36437,0,0,0,303.299019,370.181544
"11",1,2,294.357269,373.612627,0,322.477995,299.779411,304.954758
"01",2,1,0,0,0,0,15.365842,0
"01",2,1,0,0,0,0,30.524598,0
"11",1,1,104.923496,135.698226,136.083851,132.32877,65.401828,67.123838
"11",1,1,327.145637,424.68167,0,493.496732,322.566375,424.135295
"11",1,1,270.676617,349.083808,319.001072,343.61287,263.947607,262.626175
"11",1,1,345.408285,457.692924,482.17374,510.879154,355.705211,362.6416
"11",1,1,27.71339,38.723272,0,37.214086,27.101892,27.200736
"11",1,1,189.972024,0,0,0,232.310358,254.618429
"11",1,2,16.620362,18.201386,28.585205,25.646599,17.649198,18.514857
"11",1,1,182.049052,0,215.7392,224.196987,197.364393,218.313349
"11",1,1,362.747702,442.108943,0,427.569897,371.105949,406.353916
"11",1,1,55.68235,65.296417,81.202835,63.231102,57.839698,53.5112
"11",1,1,186.044594,255.417997,0,340.245173,196.911276,195.790318
"10",1,7,238.246187,349.67608,339.275799,279.454443,0,0
"11",1,1,28.316057,37.941164,39.911331,46.490321,29.730859,28.414479
"11",1,1,644.081451,0,946.848422,0,535.934479,650.507733
"11",1,1,245.902313,318.155307,305.123045,306.185907,254.676094,249.66389
"11",1,1,186.276011,275.872635,0,293.041574,171.683344,174.623318
"11",1,1,43.936684,49.495467,0,0,45.674266,44.145734
"11",1,1,489.973038,0,879.020483,655.549889,569.99936,571.963103
"11",1,2,271.102546,373.084508,369.451603,378.418327,262.384049,266.021361
"11",1,1,43.557907,60.996974,0,0,54.647362,54.989338
"10",1,7,81.873949,0,83.939969,94.581999,0,0
"11",1,1,183.748917,239.982577,252.620042,0,177.31075,179.349956
"10",1,7,206.276107,244.827169,0,0,0,0
"11",1,1,13.898792,19.693368,0,0,13.689399,13.398964
"11",1,1,132.709051,137.923579,128.954109,150.00282,123.655701,125.666614
"11",1,1,137.802211,190.236828,188.443929,185.089268,149.676658,150.366041
"10",1,7,74.250672,93.080234,75.676141,75.918683,0,0
"11",1,1,182.431788,221.271568,0,0,201.534339,205.096223
"10",1,7,162.26406,222.985908,286.897832,284.412149,0,0
"11",1,1,196.635565,0,342.39767,215.937582,237.50262,235.227
"11",1,1,165.2734,218.563199,189.62285,221.950139,178.487013,179.498457
"11",1,1,96.993689,125.442556,125.799036,122.327754,71.976617,75.631499
"11",1,1,4.280261,6.248517,0,4.158222,3.898921,3.821705
"11",1,1,488.598999,599.762347,0,656.15287,369.455406,375.583649
"11",1,1,69.042833,92.999627,86.297693,91.440445,72.890096,73.630322
"11",1,1,128.058198,0,163.450202,173.45837,143.4864,162.535328
"01",2,1,0,0,0,0,17.284987,0
"11",1,1,39.81118,56.013908,43.729391,43.745109,39.87325,39.387659
"11",1,4,67.259011,90.669794,0,0,69.001499,67.6
"11",1,1,61.270841,78.060946,108.700578,112.547503,63.340823,63.125675
"11",1,1,467.651746,583.513261,495.340247,501.567828,418.094205,418.589098
"11",1,1,48.012202,62.724558,0,78.235347,50.215501,51.845556
"11",1,1,54.635311,69.059139,0,65.818828,57.315622,59.158918
"11",1,1,217.660406,0,222.32538,239.713054,305.992752,341.126261
"01",2,1,0,0,0,0,184.806421,0
"11",1,1,58.109832,78.027453,72.313735,80.069876,53.189797,54.591865
"10",1,7,97.65397,118.292333,175.71904,153.115126,0,0
"11",1,1,337.17192,439.108029,554.147842,502.025728,325.319237,334.771107
"11",1,1,57.73456,77.523554,0,0,53.02978,54.649391
"11",1,1,137.15225,188.476851,0,240.396833,130.402249,134.067476
"11",1,1,106.096819,131.554202,134.965337,117.25606,278.724056,263.792834
"10",1,7,745.864327,929.013142,971.526455,889.993451,0,0
"11",1,1,61.758569,75.83714,71.939309,81.55161,62.657444,63.991289
"11",1,1,140.376838,163.752294,172.098511,181.764816,136.50241,141.488294
"01",2,1,0,0,0,0,21.84608,0
"11",1,2,272.812579,0,0,0,310.096173,531.679221
"11",1,1,14.7354,20.39145,15.804486,17.070788,14.67795,14.86405
"11",1,1,330.837787,453.500044,556.207919,0,358.431067,358.266808
"11",1,1,277.577473,369.420236,337.769897,350.836674,274.986796,277.239226
"11",1,1,55.559543,76.759926,77.724457,76.468588,52.764829,53.195427
"11",1,1,453.379034,605.103923,0,0,470.509841,476.551617
"10",1,9,1.826936,2.793212,3.024882,2.762669,0,0
"10",1,7,8.373459,9.992487,14.932267,0,0,0
"11",1,1,33.146459,43.74764,0,37.865799,35.559709,36.478738
"11",1,1,106.79678,144.301804,192.084435,0,116.038911,121.725208
"11",1,1,169.011372,221.329322,300.176489,275.328332,157.539373,161.535035
"11",1,1,342.966172,452.996804,0,514.061895,321.177127,328.396439
"11",1,1,23.608603,30.452068,16.369442,22.469661,22.92317,22.719798
"11",1,1,101.713804,0,93.577179,129.59762,127.204195,130.865384
"11",1,1,148.165977,0,169.995018,198.976115,151.167742,196.98224
"11",1,1,106.79678,144.301804,192.084435,0,110.695736,116.925853
"11",1,1,9.861408,13.961372,9.680215,9.989533,9.304002,9.534804
"11",1,1,84.293359,98.847378,122.926918,95.720852,86.073371,79.350868
"11",1,1,15.626083,0,28.098841,21.349424,17.573562,19.761092
"11",1,1,383.542486,0,397.435784,551.686733,487.013077,558.372426
"11",1,1,234.301856,336.480329,0,318.358475,256.668731,261.599647
"11",1,1,408.333174,519.837309,0,546.321423,451.437368,445.025264
"11",1,2,205.307344,0,292.583248,331.965405,240.578612,420.295693
"10",1,7,165.474913,0,256.949604,231.810835,0,0
"11",1,1,186.338342,247.195805,0,0,196.348612,234.332863
"11",1,1,326.313022,434.281041,397.073706,412.434678,353.235663,356.659565
"11",1,1,65.795965,83.826094,0,120.859637,66.328805,68.829261
"11",1,1,505.993402,652.565062,596.329448,642.337882,486.34618,490.25932
"11",1,1,74.366311,103.457891,0,0,71.619574,72.905199
"11",1,1,238.878343,328.207298,0,338.632642,272.854098,272.866012
"01",2,1,0,0,0,0,72.734598,0
"11",1,1,77.837028,91.276302,113.511504,88.389248,106.154057,158.290391
"11",1,2,171.461534,0,0,211.15825,218.694533,235.92706
"11",1,1,71.613167,0,45.267629,0,125.792502,131.874581
"11",1,1,116.35827,136.171678,0,147.878237,116.214495,122.35836
"10",1,7,211.954696,0,293.94017,257.81773,0,0
"10",1,7,122.261894,159.678352,168.087003,181.566009,0,0
"10",1,7,153.094321,0,174.370933,194.064213,0,0
"11",1,1,247.596213,330.716261,384.467639,346.853091,234.721432,229.846404
"11",1,1,112.650669,150.45474,147.786345,141.338445,121.607784,123.679836
"11",1,1,57.179853,75.247939,75.700888,88.522892,54.877977,54.482734
"11",1,1,190.289206,255.795405,253.923679,280.643744,214.306375,218.349967
"11",1,1,452.789952,622.111509,697.019329,641.872577,517.162584,521.014097
"01",2,1,0,0,0,0,24.993557,0
"10",1,7,158.36284,195.910421,0,275.781465,0,0
"11",1,1,452.941117,567.344368,0,723.520764,404.918981,411.84115
"11",1,1,113.407682,139.260258,132.102644,149.753778,108.156961,110.53058
"11",1,1,155.132491,200.1942,0,0,113.645186,116.793549
"11",1,1,297.877533,0,0,0,321.778511,382.697292
"11",1,1,270.277848,285.284971,254.173254,388.294929,276.413558,276.776885
"11",1,1,11.034291,14.206939,11.541867,14.158165,10.742326,11.068484
"11",1,1,183.831305,249.489149,192.940574,276.590322,199.719762,204.235097
"11",1,1,181.261019,250.006137,214.805332,223.226508,189.916151,191.577991
"11",1,1,159.766613,221.980797,227.683208,258.329719,147.011967,148.373358
"01",2,1,0,0,0,0,34.39831,0
"11",1,2,143.755112,192.014863,0,0,155.273103,153.141238
"10",1,7,286.749543,371.004599,355.807527,357.046942,0,0
"11",1,1,6.916097,8.553575,4.127211,5.597659,7.072288,7.349065
"11",1,1,553.585243,795.061245,813.812156,1017.967337,489.678672,618.271781
"11",1,1,136.027856,182.744199,0,0,138.189665,141.822218
"11",1,1,324.611646,406.340268,365.717901,339.735365,331.02157,329.459617
"11",1,1,42.034073,51.277956,36.324208,31.729722,38.821878,41.415823
"11",1,1,2039.150692,0,0,0,2750.51752,3626.796063
"11",1,1,22.368663,31.926284,24.663346,43.953541,24.428521,24.655908
"11",1,1,123.720977,162.607207,147.835936,149.804621,113.68067,115.270662
"11",1,1,92.139938,121.100061,110.099307,0,92.213029,93.409191
"11",1,1,92.788699,126.309237,90.421542,83.130273,97.044939,96.097861
"11",1,1,120.484841,164.62561,160.936094,165.706458,135.918459,136.522412
"11",1,1,1128.800802,1549.71469,0,0,1181.303582,1157.273157
"10",1,7,72.927551,95.494691,74.404593,0,0,0
"01",2,1,0,0,0,0,226.529999,0
"11",1,2,36.289388,52.355893,38.673607,42.760707,35.178427,35.53056
"11",1,1,251.337472,332.377273,288.366595,0,240.18945,244.365704
"11",1,1,13.525694,19.06914,17.370434,15.906809,13.73914,13.802026
"11",1,2,647.863128,922.277169,1037.305099,1131.630664,622.361823,630.63911
"11",1,1,186.338342,247.195805,0,0,192.010071,193.833016
"11",1,1,20.010869,22.684403,33.420588,29.593483,18.680609,20.504866
"01",2,1,0,0,0,0,99.028893,0
