Zip Code,StCty,County Name,State,Multi,CBSA,CBSA Name,CBSA Type
36003,01001,Autauga,AL,00,33860,"Montgomery, AL",MSA
36006,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36008,01001,Autauga,AL,00,33860,"Montgomery, AL",MSA
36022,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36051,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36066,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36067,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36068,01001,Autauga,AL,00,33860,"Montgomery, AL",MSA
36091,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36703,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36749,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36758,01001,Autauga,AL,01,33860,"Montgomery, AL",MSA
36502,01003,Baldwin,AL,01,19300,"Daphne-Fairhope-Foley, AL",MISA
36507,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36511,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36526,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36527,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36530,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36532,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36533,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36535,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36536,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36542,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36547,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36549,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36550,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36551,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36555,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36559,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36561,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36562,01003,Baldwin,AL,01,19300,"Daphne-Fairhope-Foley, AL",MISA
36564,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36567,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36574,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36576,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36577,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36578,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36579,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36580,01003,Baldwin,AL,00,19300,"Daphne-Fairhope-Foley, AL",MISA
36005,01005,Barbour,AL,01,21640,"Eufaula, AL-GA",MISA
36016,01005,Barbour,AL,01,21640,"Eufaula, AL-GA",MISA
36017,01005,Barbour,AL,00,21640,"Eufaula, AL-GA",MISA
36027,01005,Barbour,AL,01,21640,"Eufaula, AL-GA",MISA
36048,01005,Barbour,AL,00,21640,"Eufaula, AL-GA",MISA
36053,01005,Barbour,AL,01,21640,"Eufaula, AL-GA",MISA
36072,01005,Barbour,AL,00,21640,"Eufaula, AL-GA",MISA
36311,01005,Barbour,AL,01,21640,"Eufaula, AL-GA",MISA
36317,01005,Barbour,AL,01,21640,"Eufaula, AL-GA",MISA
36374,01005,Barbour,AL,01,21640,"Eufaula, AL-GA",MISA
35034,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35035,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35042,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35074,01007,Bibb,AL,00,13820,"Birmingham-Hoover, AL",MSA
35111,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35115,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35184,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35188,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35456,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
36701,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
36750,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
36792,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
36793,01007,Bibb,AL,01,13820,"Birmingham-Hoover, AL",MSA
35013,01009,Blount,AL,00,13820,"Birmingham-Hoover, AL",MSA
35016,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35031,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35049,01009,Blount,AL,00,13820,"Birmingham-Hoover, AL",MSA
35063,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35079,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35097,01009,Blount,AL,00,13820,"Birmingham-Hoover, AL",MSA
35121,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35126,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35133,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35146,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35172,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35180,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35952,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35957,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35976,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
35980,01009,Blount,AL,01,13820,"Birmingham-Hoover, AL",MSA
36005,01011,Bullock,AL,02,,,
36029,01011,Bullock,AL,01,,,
36037,01011,Bullock,AL,01,,,
36052,01011,Bullock,AL,01,,,
36053,01011,Bullock,AL,02,,,
36061,01011,Bullock,AL,00,,,
36069,01011,Bullock,AL,01,,,
36081,01011,Bullock,AL,01,,,
36089,01011,Bullock,AL,01,,,
36860,01011,Bullock,AL,01,,,
36015,01013,Butler,AL,00,,,
36030,01013,Butler,AL,01,,,
36032,01013,Butler,AL,01,,,
36033,01013,Butler,AL,01,,,
36037,01013,Butler,AL,02,,,
36042,01013,Butler,AL,01,,,
36071,01013,Butler,AL,01,,,
36456,01013,Butler,AL,01,,,
36474,01013,Butler,AL,01,,,
35096,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
35905,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
35907,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
36201,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36202,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36203,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
36204,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36205,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36206,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36207,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
36250,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36253,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36254,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36257,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36260,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
36265,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36271,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
36272,01015,Calhoun,AL,01,11500,"Anniston-Oxford, AL",MSA
36277,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36279,01015,Calhoun,AL,00,11500,"Anniston-Oxford, AL",MSA
36274,01017,Chambers,AL,01,46740,"Valley, AL",MISA
36276,01017,Chambers,AL,01,46740,"Valley, AL",MISA
36801,01017,Chambers,AL,01,46740,"Valley, AL",MISA
36850,01017,Chambers,AL,01,46740,"Valley, AL",MISA
36852,01017,Chambers,AL,01,46740,"Valley, AL",MISA
36854,01017,Chambers,AL,01,46740,"Valley, AL",MISA
36855,01017,Chambers,AL,01,46740,"Valley, AL",MISA
36862,01017,Chambers,AL,00,46740,"Valley, AL",MISA
36863,01017,Chambers,AL,00,46740,"Valley, AL",MISA
36879,01017,Chambers,AL,01,46740,"Valley, AL",MISA
30165,01019,Cherokee,AL,01,,,
30730,01019,Cherokee,AL,01,,,
35901,01019,Cherokee,AL,01,,,
35903,01019,Cherokee,AL,01,,,
35959,01019,Cherokee,AL,01,,,
35960,01019,Cherokee,AL,00,,,
35961,01019,Cherokee,AL,01,,,
35967,01019,Cherokee,AL,01,,,
35973,01019,Cherokee,AL,00,,,
35983,01019,Cherokee,AL,01,,,
35984,01019,Cherokee,AL,01,,,
36272,01019,Cherokee,AL,02,,,
36275,01019,Cherokee,AL,00,,,
35040,01021,Chilton,AL,01,13820,"Birmingham-Hoover, AL",MSA
35045,01021,Chilton,AL,00,13820,"Birmingham-Hoover, AL",MSA
35046,01021,Chilton,AL,01,13820,"Birmingham-Hoover, AL",MSA
35085,01021,Chilton,AL,00,13820,"Birmingham-Hoover, AL",MSA
35115,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
35171,01021,Chilton,AL,00,13820,"Birmingham-Hoover, AL",MSA
36006,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
36051,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
36091,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
36750,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
36758,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
36790,01021,Chilton,AL,00,13820,"Birmingham-Hoover, AL",MSA
36792,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
36793,01021,Chilton,AL,02,13820,"Birmingham-Hoover, AL",MSA
36558,01023,Choctaw,AL,01,,,
36904,01023,Choctaw,AL,00,,,
36908,01023,Choctaw,AL,00,,,
36910,01023,Choctaw,AL,00,,,
36912,01023,Choctaw,AL,01,,,
36913,01023,Choctaw,AL,00,,,
36915,01023,Choctaw,AL,00,,,
36916,01023,Choctaw,AL,00,,,
36919,01023,Choctaw,AL,01,,,
36921,01023,Choctaw,AL,00,,,
36922,01023,Choctaw,AL,01,,,
36436,01025,Clarke,AL,00,,,
36446,01025,Clarke,AL,00,,,
36451,01025,Clarke,AL,00,,,
36482,01025,Clarke,AL,01,,,
36515,01025,Clarke,AL,00,,,
36524,01025,Clarke,AL,00,,,
36540,01025,Clarke,AL,00,,,
36545,01025,Clarke,AL,00,,,
36727,01025,Clarke,AL,00,,,
36751,01025,Clarke,AL,01,,,
36782,01025,Clarke,AL,01,,,
36784,01025,Clarke,AL,01,,,
35072,01027,Clay,AL,01,,,
35082,01027,Clay,AL,00,,,
35160,01027,Clay,AL,01,,,
36251,01027,Clay,AL,00,,,
36255,01027,Clay,AL,01,,,
36256,01027,Clay,AL,01,,,
36258,01027,Clay,AL,01,,,
36266,01027,Clay,AL,01,,,
36267,01027,Clay,AL,00,,,
36268,01027,Clay,AL,01,,,
36276,01027,Clay,AL,02,,,
36203,01029,Cleburne,AL,02,,,
36258,01029,Cleburne,AL,02,,,
36261,01029,Cleburne,AL,00,,,
36262,01029,Cleburne,AL,00,,,
36264,01029,Cleburne,AL,01,,,
36269,01029,Cleburne,AL,00,,,
36272,01029,Cleburne,AL,03,,,
36273,01029,Cleburne,AL,00,,,
36009,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36010,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36034,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36079,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36311,01031,Coffee,AL,02,21460,"Enterprise-Ozark, AL",MISA
36316,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36318,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36322,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36323,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36330,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36331,01031,Coffee,AL,00,21460,"Enterprise-Ozark, AL",MISA
36346,01031,Coffee,AL,00,21460,"Enterprise-Ozark, AL",MISA
36351,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36360,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36453,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36467,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
36477,01031,Coffee,AL,01,21460,"Enterprise-Ozark, AL",MISA
35582,01033,Colbert,AL,01,22520,"Florence-Muscle Shoals, AL",MSA
35616,01033,Colbert,AL,00,22520,"Florence-Muscle Shoals, AL",MSA
35646,01033,Colbert,AL,00,22520,"Florence-Muscle Shoals, AL",MSA
35653,01033,Colbert,AL,01,22520,"Florence-Muscle Shoals, AL",MSA
35654,01033,Colbert,AL,01,22520,"Florence-Muscle Shoals, AL",MSA
35660,01033,Colbert,AL,00,22520,"Florence-Muscle Shoals, AL",MSA
35661,01033,Colbert,AL,00,22520,"Florence-Muscle Shoals, AL",MSA
35662,01033,Colbert,AL,00,22520,"Florence-Muscle Shoals, AL",MSA
35672,01033,Colbert,AL,01,22520,"Florence-Muscle Shoals, AL",MSA
35674,01033,Colbert,AL,00,22520,"Florence-Muscle Shoals, AL",MSA
38852,01033,Colbert,AL,01,22520,"Florence-Muscle Shoals, AL",MSA
36033,01035,Conecuh,AL,02,,,
36401,01035,Conecuh,AL,01,,,
36421,01035,Conecuh,AL,01,,,
36426,01035,Conecuh,AL,01,,,
36429,01035,Conecuh,AL,00,,,
36432,01035,Conecuh,AL,01,,,
36454,01035,Conecuh,AL,00,,,
36456,01035,Conecuh,AL,02,,,
36460,01035,Conecuh,AL,01,,,
36471,01035,Conecuh,AL,01,,,
36473,01035,Conecuh,AL,00,,,
36474,01035,Conecuh,AL,02,,,
36475,01035,Conecuh,AL,01,,,
36502,01035,Conecuh,AL,02,,,
35010,01037,Coosa,AL,01,10760,"Alexander City, AL",MISA
35046,01037,Coosa,AL,02,10760,"Alexander City, AL",MISA
35072,01037,Coosa,AL,02,10760,"Alexander City, AL",MISA
35089,01037,Coosa,AL,01,10760,"Alexander City, AL",MISA
35136,01037,Coosa,AL,00,10760,"Alexander City, AL",MISA
35150,01037,Coosa,AL,01,10760,"Alexander City, AL",MISA
35151,01037,Coosa,AL,01,10760,"Alexander City, AL",MISA
35183,01037,Coosa,AL,00,10760,"Alexander City, AL",MISA
36026,01037,Coosa,AL,01,10760,"Alexander City, AL",MISA
36080,01037,Coosa,AL,01,10760,"Alexander City, AL",MISA
36091,01037,Coosa,AL,03,10760,"Alexander City, AL",MISA
36028,01039,Covington,AL,01,,,
36038,01039,Covington,AL,00,,,
36420,01039,Covington,AL,01,,,
36421,01039,Covington,AL,02,,,
36442,01039,Covington,AL,01,,,
36453,01039,Covington,AL,02,,,
36455,01039,Covington,AL,00,,,
36456,01039,Covington,AL,03,,,
36467,01039,Covington,AL,02,,,
36474,01039,Covington,AL,03,,,
36476,01039,Covington,AL,00,,,
36477,01039,Covington,AL,02,,,
36483,01039,Covington,AL,01,,,
36009,01041,Crenshaw,AL,02,,,
36028,01041,Crenshaw,AL,02,,,
36034,01041,Crenshaw,AL,02,,,
36035,01041,Crenshaw,AL,01,,,
36036,01041,Crenshaw,AL,01,,,
36037,01041,Crenshaw,AL,03,,,
36041,01041,Crenshaw,AL,01,,,
36042,01041,Crenshaw,AL,02,,,
36046,01041,Crenshaw,AL,01,,,
36049,01041,Crenshaw,AL,01,,,
36062,01041,Crenshaw,AL,00,,,
36071,01041,Crenshaw,AL,02,,,
36323,01041,Crenshaw,AL,02,,,
36467,01041,Crenshaw,AL,03,,,
35016,01043,Cullman,AL,02,18980,"Cullman, AL",MISA
35019,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35031,01043,Cullman,AL,02,18980,"Cullman, AL",MISA
35033,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35053,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35055,01043,Cullman,AL,00,18980,"Cullman, AL",MISA
35056,01043,Cullman,AL,00,18980,"Cullman, AL",MISA
35057,01043,Cullman,AL,00,18980,"Cullman, AL",MISA
35058,01043,Cullman,AL,00,18980,"Cullman, AL",MISA
35070,01043,Cullman,AL,00,18980,"Cullman, AL",MISA
35077,01043,Cullman,AL,00,18980,"Cullman, AL",MISA
35083,01043,Cullman,AL,00,18980,"Cullman, AL",MISA
35087,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35098,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35179,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35504,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35540,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35541,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35619,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35621,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35622,01043,Cullman,AL,01,18980,"Cullman, AL",MISA
35976,01043,Cullman,AL,02,18980,"Cullman, AL",MISA
36010,01045,Dale,AL,02,21460,"Enterprise-Ozark, AL",MISA
36301,01045,Dale,AL,01,21460,"Enterprise-Ozark, AL",MISA
36303,01045,Dale,AL,01,21460,"Enterprise-Ozark, AL",MISA
36311,01045,Dale,AL,03,21460,"Enterprise-Ozark, AL",MISA
36317,01045,Dale,AL,02,21460,"Enterprise-Ozark, AL",MISA
36322,01045,Dale,AL,02,21460,"Enterprise-Ozark, AL",MISA
36330,01045,Dale,AL,02,21460,"Enterprise-Ozark, AL",MISA
36345,01045,Dale,AL,01,21460,"Enterprise-Ozark, AL",MISA
36350,01045,Dale,AL,01,21460,"Enterprise-Ozark, AL",MISA
36352,01045,Dale,AL,01,21460,"Enterprise-Ozark, AL",MISA
36353,01045,Dale,AL,01,21460,"Enterprise-Ozark, AL",MISA
36360,01045,Dale,AL,02,21460,"Enterprise-Ozark, AL",MISA
36361,01045,Dale,AL,00,21460,"Enterprise-Ozark, AL",MISA
36362,01045,Dale,AL,00,21460,"Enterprise-Ozark, AL",MISA
36371,01045,Dale,AL,00,21460,"Enterprise-Ozark, AL",MISA
36374,01045,Dale,AL,02,21460,"Enterprise-Ozark, AL",MISA
35188,01047,Dallas,AL,02,42820,"Selma, AL",MISA
35401,01047,Dallas,AL,01,42820,"Selma, AL",MISA
36701,01047,Dallas,AL,02,42820,"Selma, AL",MISA
36702,01047,Dallas,AL,00,42820,"Selma, AL",MISA
36703,01047,Dallas,AL,02,42820,"Selma, AL",MISA
36749,01047,Dallas,AL,02,42820,"Selma, AL",MISA
36758,01047,Dallas,AL,03,42820,"Selma, AL",MISA
36761,01047,Dallas,AL,01,42820,"Selma, AL",MISA
36767,01047,Dallas,AL,00,42820,"Selma, AL",MISA
36773,01047,Dallas,AL,01,42820,"Selma, AL",MISA
36775,01047,Dallas,AL,01,42820,"Selma, AL",MISA
36785,01047,Dallas,AL,01,42820,"Selma, AL",MISA
35765,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35771,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35950,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35951,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35954,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35957,01049,DeKalb,AL,02,22840,"Fort Payne, AL",MISA
35959,01049,DeKalb,AL,02,22840,"Fort Payne, AL",MISA
35961,01049,DeKalb,AL,02,22840,"Fort Payne, AL",MISA
35962,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35963,01049,DeKalb,AL,00,22840,"Fort Payne, AL",MISA
35966,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35967,01049,DeKalb,AL,02,22840,"Fort Payne, AL",MISA
35968,01049,DeKalb,AL,00,22840,"Fort Payne, AL",MISA
35971,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35974,01049,DeKalb,AL,00,22840,"Fort Payne, AL",MISA
35975,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35978,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35979,01049,DeKalb,AL,01,22840,"Fort Payne, AL",MISA
35981,01049,DeKalb,AL,00,22840,"Fort Payne, AL",MISA
35983,01049,DeKalb,AL,02,22840,"Fort Payne, AL",MISA
35984,01049,DeKalb,AL,02,22840,"Fort Payne, AL",MISA
35986,01049,DeKalb,AL,00,22840,"Fort Payne, AL",MISA
35988,01049,DeKalb,AL,00,22840,"Fort Payne, AL",MISA
35989,01049,DeKalb,AL,00,22840,"Fort Payne, AL",MISA
35010,01051,Elmore,AL,02,33860,"Montgomery, AL",MSA
36020,01051,Elmore,AL,00,33860,"Montgomery, AL",MSA
36022,01051,Elmore,AL,02,33860,"Montgomery, AL",MSA
36024,01051,Elmore,AL,00,33860,"Montgomery, AL",MSA
36025,01051,Elmore,AL,00,33860,"Montgomery, AL",MSA
36026,01051,Elmore,AL,02,33860,"Montgomery, AL",MSA
36045,01051,Elmore,AL,00,33860,"Montgomery, AL",MSA
36051,01051,Elmore,AL,03,33860,"Montgomery, AL",MSA
36054,01051,Elmore,AL,01,33860,"Montgomery, AL",MSA
36066,01051,Elmore,AL,02,33860,"Montgomery, AL",MSA
36067,01051,Elmore,AL,02,33860,"Montgomery, AL",MSA
36078,01051,Elmore,AL,01,33860,"Montgomery, AL",MSA
36080,01051,Elmore,AL,02,33860,"Montgomery, AL",MSA
36092,01051,Elmore,AL,00,33860,"Montgomery, AL",MSA
36093,01051,Elmore,AL,00,33860,"Montgomery, AL",MSA
36401,01053,Escambia,AL,02,,,
36420,01053,Escambia,AL,02,,,
36421,01053,Escambia,AL,03,,,
36426,01053,Escambia,AL,02,,,
36427,01053,Escambia,AL,00,,,
36432,01053,Escambia,AL,02,,,
36441,01053,Escambia,AL,00,,,
36483,01053,Escambia,AL,02,,,
36502,01053,Escambia,AL,03,,,
36503,01053,Escambia,AL,00,,,
36504,01053,Escambia,AL,00,,,
36543,01053,Escambia,AL,00,,,
36562,01053,Escambia,AL,02,,,
35121,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
35901,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
35902,01055,Etowah,AL,00,23460,"Gadsden, AL",MSA
35903,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
35904,01055,Etowah,AL,00,23460,"Gadsden, AL",MSA
35905,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
35906,01055,Etowah,AL,00,23460,"Gadsden, AL",MSA
35907,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
35952,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
35954,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
35957,01055,Etowah,AL,03,23460,"Gadsden, AL",MSA
35961,01055,Etowah,AL,03,23460,"Gadsden, AL",MSA
35972,01055,Etowah,AL,01,23460,"Gadsden, AL",MSA
35990,01055,Etowah,AL,00,23460,"Gadsden, AL",MSA
36271,01055,Etowah,AL,02,23460,"Gadsden, AL",MSA
36272,01055,Etowah,AL,04,23460,"Gadsden, AL",MSA
35542,01057,Fayette,AL,00,,,
35545,01057,Fayette,AL,00,,,
35546,01057,Fayette,AL,01,,,
35549,01057,Fayette,AL,01,,,
35554,01057,Fayette,AL,01,,,
35555,01057,Fayette,AL,01,,,
35559,01057,Fayette,AL,00,,,
35563,01057,Fayette,AL,01,,,
35574,01057,Fayette,AL,01,,,
35579,01057,Fayette,AL,01,,,
35594,01057,Fayette,AL,01,,,
35564,01059,Franklin,AL,01,,,
35565,01059,Franklin,AL,01,,,
35571,01059,Franklin,AL,01,,,
35581,01059,Franklin,AL,01,,,
35582,01059,Franklin,AL,02,,,
35585,01059,Franklin,AL,00,,,
35593,01059,Franklin,AL,01,,,
35651,01059,Franklin,AL,01,,,
35653,01059,Franklin,AL,02,,,
35654,01059,Franklin,AL,02,,,
36301,01061,Geneva,AL,02,20020,"Dothan, AL",MSA
36305,01061,Geneva,AL,01,20020,"Dothan, AL",MSA
36313,01061,Geneva,AL,00,20020,"Dothan, AL",MSA
36314,01061,Geneva,AL,00,20020,"Dothan, AL",MSA
36316,01061,Geneva,AL,02,20020,"Dothan, AL",MSA
36318,01061,Geneva,AL,02,20020,"Dothan, AL",MSA
36322,01061,Geneva,AL,03,20020,"Dothan, AL",MSA
36340,01061,Geneva,AL,00,20020,"Dothan, AL",MSA
36344,01061,Geneva,AL,00,20020,"Dothan, AL",MSA
36349,01061,Geneva,AL,00,20020,"Dothan, AL",MSA
36352,01061,Geneva,AL,02,20020,"Dothan, AL",MSA
36375,01061,Geneva,AL,01,20020,"Dothan, AL",MSA
36442,01061,Geneva,AL,02,20020,"Dothan, AL",MSA
36453,01061,Geneva,AL,03,20020,"Dothan, AL",MSA
36477,01061,Geneva,AL,03,20020,"Dothan, AL",MSA
35401,01063,Greene,AL,02,46220,"Tuscaloosa, AL",MSA
35442,01063,Greene,AL,01,46220,"Tuscaloosa, AL",MSA
35443,01063,Greene,AL,00,46220,"Tuscaloosa, AL",MSA
35448,01063,Greene,AL,00,46220,"Tuscaloosa, AL",MSA
35462,01063,Greene,AL,00,46220,"Tuscaloosa, AL",MSA
35463,01063,Greene,AL,01,46220,"Tuscaloosa, AL",MSA
35464,01063,Greene,AL,01,46220,"Tuscaloosa, AL",MSA
35469,01063,Greene,AL,01,46220,"Tuscaloosa, AL",MSA
35480,01063,Greene,AL,01,46220,"Tuscaloosa, AL",MSA
35491,01063,Greene,AL,00,46220,"Tuscaloosa, AL",MSA
36740,01063,Greene,AL,00,46220,"Tuscaloosa, AL",MSA
35441,01065,Hale,AL,00,46220,"Tuscaloosa, AL",MSA
35474,01065,Hale,AL,01,46220,"Tuscaloosa, AL",MSA
36738,01065,Hale,AL,01,46220,"Tuscaloosa, AL",MSA
36742,01065,Hale,AL,01,46220,"Tuscaloosa, AL",MSA
36744,01065,Hale,AL,01,46220,"Tuscaloosa, AL",MSA
36756,01065,Hale,AL,01,46220,"Tuscaloosa, AL",MSA
36765,01065,Hale,AL,01,46220,"Tuscaloosa, AL",MSA
36776,01065,Hale,AL,00,46220,"Tuscaloosa, AL",MSA
36786,01065,Hale,AL,01,46220,"Tuscaloosa, AL",MSA
36016,01067,Henry,AL,02,20020,"Dothan, AL",MSA
36027,01067,Henry,AL,02,20020,"Dothan, AL",MSA
36301,01067,Henry,AL,03,20020,"Dothan, AL",MSA
36303,01067,Henry,AL,02,20020,"Dothan, AL",MSA
36310,01067,Henry,AL,00,20020,"Dothan, AL",MSA
36317,01067,Henry,AL,03,20020,"Dothan, AL",MSA
36319,01067,Henry,AL,01,20020,"Dothan, AL",MSA
36345,01067,Henry,AL,02,20020,"Dothan, AL",MSA
36351,01067,Henry,AL,02,20020,"Dothan, AL",MSA
