type,lat,lon,address,city,state,zip
MC,0.0,37.0108,"101 CURRENT RIVER EXPWY,,VAN BUREN,MO
MC,37.30567,-89.97632,315 PRESNELL,MARBLE HILL,MO,63764
MC,37.369278,-89.642748,2220 HWY 61 E,JACKSON,MO,63755-2909
MC,37.105002,-89.90391,MO RTE 25/91 (STO),ADVANCE,MO,63730
MC,37.302693,-89.583407,3419 WILLIAMS,CAPE GIRARDEAU,MO,63701
MC,37.312606,-89.545738,1925 BROADWAY,CAPE GIRARDEAU,MO,63701
MC,37.089245,-89.541568,6415 STHY 77,BENTON,MO,63736
MC,37.459972,-89.234592,510 E VIENNA,ANNA,IL,62906-2000
MC,36.803355,-89.971671,HIGHWAY 114 WEST,DEXTER,MO,63841
MC,36.858516,-89.583752,1301 S MAIN,SIKESTON,MO,63867
MC,36.891026,-89.536096,2605 E MALONE,MINER,MO,63801
MC,37.764613,-89.33506,1020 WALNUT ST,MURPHYSBORO,IL,62966
MC,37.788783,-89.325173,550 E INDUSTRIAL PARK RD #14 RT 13 & 1,MURPHYSBORO,IL,62966-9306
MC,37.729604,-89.24357,2102 W MAIN ST,CARBONDALE,IL,62901-2001
MC,37.7133,-89.224258,STUDENT UNION CENTER SIU CARBONDALE,CARBONDALE,IL,62901
MC,37.699344,-89.219827,1920 S ILLINOIS AVE,CARBONDALE,IL,62901
MC,37.735662,-89.187525,1396 E MAIN ST,CARBONDALE,IL,62901-3155
MC,37.745853,-89.073678,400 E PLAZA DR,CARTERVILLE,IL,62918
MC,36.572557,-89.970188,MISSOURI BUSINESS RT 25,MALDEN,MO,63863
MC,36.908437,-89.351404,100 W DRAKE RD,CHARLESTON,MO,63834
MC,38.080451,-89.396585,10 W WATER ST,PINCKNEYVILLE,IL,62274
MC,37.999004,-89.23664,825 S WASHINGTON ST,DU QUOIN,IL,62832
MC,36.7556,-90.411236,USHY 67 & CHERRY (W*M #19),POPLAR BLUFF,MO,63901
MC,36.736194,-90.397992,550 E HWY 53 AND 142,POPLAR BLUFF,MO,63901
MC,36.787517,-90.431569,2783 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901-2346
MC,36.053247,-90.504546,1407 W KINGS HWY,PARAGOULD,AR,72450
MC,36.057774,-90.522891,2802 W KINGS HWY (WALMART #0036),PARAGOULD,AR,72450
MC,36.059562,-90.547295,4610 W KINGSHWY,PARAGOULD,AR,72450
MC,36.23624,-90.03342,1731 1ST ST,KENNETT,MO,63857-2517
MC,35.888843,-89.917805,3703 S DIVISION ST,BLYTHEVILLE,AR,72315
MC,35.845948,-90.681243,1910 EAST JOHNSON AVENUE,JONESBORO,AR,72401
MC,35.92825,-89.882036,1031 EAST MAIN STREET,BLYTHEVILLE,AR,72315-9802
MC,35.828059,-90.678235,2207 E NETTLETON AVE,JONESBORO,AR,72401-5246
MC,35.819508,-90.685145,1815 E HIGHLAND DR (W*M #45),JONESBORO,AR,72401
MC,36.229358,-89.726271,1618 HWY 84 EAST,HAYTI,MO,63851-9700
MC,35.821111,-90.704841,111 E. HIGHLAND,JONESBORO,AR,72401-5917
MC,35.697433,-89.979433,801 W KEISER ST,OSCEOLA,AR,72370-3507
MC,35.679034,-90.550041,500 INDUSTRIAL DRIVE,TRUMANN,AR,72472
MC,36.423862,-89.689605,200 HWY 62 E,PORTAGEVILLE,MO,63873
MC,36.063326,-89.392491,2650 LAKE RD (W*M #677),DYERSBURG,TN,38024
MC,36.061347,-89.394863,2496 LAKE RD,DYERSBURG,TN,38024-1604
MC,36.412968,-90.586709,201 N MISSOURI AVE,CORNING,AR,72422
MC,36.121773,-89.276236,600 A HIGHWAY 77 WEST,NEWBERN,TN,38059
MC,35.761877,-89.544862,838 HWY 51 N,RIPLEY,TN,38063
MC,36.414702,-89.071025,1108 MARSHALL AVE,UNION CITY,TN,38261-5528
MC,36.513225,-88.890356,104 NOLAN AVE,FULTON,KY,42041-8220
MC,36.631189,-90.825517,US HWY 160 & HWY Y,DONIPHAN,MO,63935
MC,36.250891,-90.961388,1504 HWY 67 S,POCAHONTAS,AR,72455-4001
MC,37.001521,-91.7061,US 60 & Y,MOUNTAIN VIEW,MO,65548
MC,36.523208,-91.534486,200 EAST WALNUT,THAYER,MO,65791
MC,36.317943,-91.486663,JUNCTION HWY 62 & 63,HARDY,AR,72542
MC,38.992919,-93.568746,I-70 & HWY 23,CONCORDIA,MO,64020
MC,39.077661,-93.738068,1865 HIGHWAY BLVD.,HIGGINSVILLE,MO,64037
MC,39.003224,-93.734225,"6676 HIGHWAY 13-BOX ""B""",HIGGINSVILLE,MO,64037
MC,39.107973,-93.208995,816 WEST COLLEGE,MARSHALL,MO,65340-2913
MC,39.370245,-93.485322,1001 N US HWY 65,CARROLLTON,MO,64633
MC,39.185776,-93.880205,1222 MAIN ST,LEXINGTON,MO,64067
MC,38.77152,-93.566022,601 N HWY 23,KNOB NOSTER,MO,65336-1546
MC,39.006781,-93.953325,201 W 40 HWY,ODESSA,MO,64076
MC,39.270966,-93.967879,498 SOUTH ST,RICHMOND,MO,64085
MC,38.771439,-93.734173,311 E YOUNG,WARRENSBURG,MO,64093-1209
MC,39.014092,-94.128184,201 SOUTH BROADWAY,OAK GROVE,MO,64075-9630
MC,39.028114,-94.271066,814 N HWY 7,BLUE SPRINGS,MO,64014-2430
MC,39.008768,-94.276599,920 W HWY 40,BLUE SPRINGS,MO,64015-4606
MC,39.033152,-94.305757,1515 N WOODS CHAPEL RD,BLUE SPRINGS,MO,64015-2783
MC,38.988282,-94.272664,3100 -I SW 7 HWY,BLUE SPRINGS,MO,64015
MC,39.032216,-94.356264,18910 E US HWY 40,INDEPENDENCE,MO,64055-5464
MC,39.047545,-94.365434,3921 BOLGER,INDEPENDENCE,MO,64055
MC,38.903563,-94.338875,1809 SOUTHEAST BLUE PKWY,LEES SUMMIT,MO,64063
MC,39.072524,-94.379856,16802 GUDGELL,INDEPENDENCE,MO,64055-2018
MC,38.790021,-94.261673,400 N HWY 7,PLEASANT HILL,MO,64080
MC,39.043186,-94.415592,4226 S NOLAND,INDEPENDENCE,MO,64055-4792
MC,38.921319,-94.359472,900 NE LANGSFORD RD,LEES SUMMIT,MO,64086
MC,39.04582,-94.441097,11801 E 40 HWY,INDEPENDENCE,MO,64055
MC,38.966776,-94.498926,7700 E 87TH,KANSAS CITY,MO,64138
MC,38.925167,-94.398849,901 CHIPMAN RD,LEES SUMMIT,MO,64063-2317
MC,39.075221,-94.413402,1401 S NOLAND ROAD,INDEPENDENCE,MO,64055
MC,39.117415,-94.382548,16235 E HWY 24,INDEPENDENCE,MO,64056-1520
MC,39.026476,-94.442625,5260 BLUE RIDGE BLVD,RAYTOWN,MO,64133-3061
MC,39.079828,-94.446573,1115 E. 23RD  STREET,INDEPENDENCE,MO,64052
MC,39.102465,-94.436517,11700 EAST HIGHWAY 24,INDEPENDENCE,MO,64054-1524
MC,38.997127,-94.478914,8909 E 350 HWY,RAYTOWN,MO,64133
MC,39.236915,-94.433457,918 S 291 HWY,LIBERTY,MO,64068
MC,39.243844,-94.462519,9851 NE BARRY RD,KANSAS CITY,MO,64157
MC,39.331832,-94.267904,2221 HAPPY LANE,EXCELSIORSPRING,MO,64024
MC,39.267838,-94.451056,9701 N ASH AVENUE,KANSAS CITY,MO,64068
MC,39.368577,-94.370716,500 W 92 HWY,KEARNEY,MO,64060
MC,38.366684,-93.749858,1607 EAST OHIO STREET,CLINTON,MO,64735
MC,38.708142,-93.265459,3101 W BROADWAY,SEDALIA,MO,65301-2116
MC,38.697295,-93.25021,1611 S LIMIT AVE,SEDALIA,MO,65301-6943
MC,39.752648,-94.216094,1515 N BOB F GRIFFIN RD,CAMERON,MO,64429
MC,40.264675,-94.011287,I-35 & US 136,BETHANY,MO,64424
MC,40.334493,-94.874333,1106 S MAIN ST,MARYVILLE,MO,64468-2602
MC,40.726708,-95.037104,1202 S 16TH ST,CLARINDA,IA,51632-2919
MC,40.404937,-95.556586,1304 HWY 136 W,ROCKPORT,MO,64482
MC,40.761948,-95.385553,504 S FREMONT,SHENANDOAH,IA,51601-1508
MC,40.663444,-95.859662,1512 S 11TH,NEBRASKA CITY,NE,68410
MC,39.774252,-93.553425,810 BUSINESS HIGHWAY 36 WEST,CHILLICOTHE,MO,64601
MC,37.862552,-94.017274,410 E HWY 54,EL DORADO SPRINGS,MO,64744
MC,38.264747,-93.3702,1890 COMMERCIAL DRIVE,WARSAW,MO,65355
MC,37.605832,-93.407363,903 S SPRINGFIELD AVE,BOLIVAR,MO,65613-2459
MC,37.093671,-93.806626,1089 E MOUNT VERNON BLVD,MT VERNON,MO,65712
MC,36.913636,-93.912719,833 E HWY 60,MONETT,MO,65708
MC,36.956801,-93.71891,1529 ELLIOTT,AURORA,MO,65605
MC,36.673135,-93.87262,93 MAIN ST,CASSVILLE,MO,65625
MC,36.443718,-94.116543,203 N CURTIS AVE,PEA RIDGE,AR,72751
MC,36.42101,-94.223772,3805 US 71 HIGHWAY,BENTONVILLE,AR,72758
MC,36.509178,-94.280388,101 COLLAGE RD,PINEVILLE,MO,64856
MC,36.37141,-94.220936,201 S WALTON BLVD,BENTONVILLE,AR,72712-5701
MC,36.368142,-94.224468,406 S WALTON (W*M #100),BENTONVILLE,AR,72712
MC,36.35567,-94.179787,1401 PHYLLIS ST,BENTONVILLE,AR,72712
MC,36.355616,-94.11696,203 W HUDSON RD,ROGERS,AR,72756
MC,36.335575,-94.181253,100 N 46TH ST,ROGERS,AR,72756
MC,36.358063,-94.284473,101 E.  CENTERTON BLVD.,CENTERTON,AR,72719
MC,36.263406,-94.482545,467 S. GENTRY BLVD.,GENTRY,AR,72734
MC,36.425741,-94.785774,404 MAIN STREET,JAY,OK,74346
MC,36.334008,-94.1273,903 W WALNUT,ROGERS,AR,72756-3539
MC,36.282924,-94.152216,2601 PLEASANT CROSSING DR.,ROGERS,AR,72758
MC,36.279465,-94.151523,4208 PLEASANT CROSSING BLVD.,ROGERS,AR,72745
MC,36.183175,-94.512615,2901 HWY 412 E (W*M #4),SILOAM SPRINGS,AR,72761-8673
MC,36.253881,-94.146076,503 W MONROE,LOWELL,AR,72745
MC,36.175706,-94.556062,1400 US HWY 412,SILOAM SPRINGS,AR,72761
MC,37.124196,-93.466368,895 USHY 60 E,REPUBLIC,MO,65738
MC,36.18034,-94.139369,520 S THOMPSON,SPRINGDALE,AR,72764
MC,36.391258,-93.737883,148 E VAN BUREN,EUREKA SPRINGS,AR,72632
MC,38.549508,-92.149552,815 EASTLAND DR,JEFFERSON CITY,MO,65101
MC,38.579066,-92.195242,1425 MISSOURI BLVD,JEFFERSON CITY,MO,65109
MC,38.553214,-92.199612,1918 JEFFERSON ST,JEFFERSON CITY,MO,65109-2062
MC,38.580051,-92.218807,724 W STADIUM BLVD (W*M #29),JEFFERSON CITY,MO,65109
MC,38.580698,-92.23513,3124 10 MILE RD.,JEFFERSON CITY,MO,65109-1728
MC,37.944651,-91.785956,1106 KINGSHIGHWAY,ROLLA,MO,65401-2923
MC,37.981526,-91.719311,HIGHWAY 44 AND EXIT 189,ROLLA,MO,65401
MC,38.655451,-92.113771,123 NORTHSTAR DRIVE,HOLTS SUMMIT,MO,65043
MC,38.773635,-92.254027,602 E. BROADWAY,ASHLAND,MO,65010
MC,38.909548,-92.332665,500 NIFONG BLVD E,COLUMBIA,MO,65201-3781
MC,38.954945,-92.296658,415 CONLEY RD (WALMART #159),COLUMBIA,MO,65201
MC,38.965145,-92.334905,205 BUSINESS LOOP,COLUMBIA,MO,65201
MC,38.992773,-92.324298,1012 SMILEY LN,COLUMBIA,MO,65202
MC,38.960894,-92.37196,415 STADIUM BLVD,COLUMBIA,MO,65201
MC,38.937393,-92.744391,490 AMERICANA,BOONVILLE,MO,65233-9756
MC,38.630401,-92.579023,1002 W BUCHANAN,CALIFORNIA,MO,65018
MC,38.34648,-92.581927,401 S AURORA,ELDON,MO,65026
MC,38.431174,-92.85828,JCT 70 RTE 5,VERSAILLES,MO,65084
MC,38.194994,-92.643293,1726 BAGNELL DAM BLVD.,LAKE OZARK,MO,65049
MC,38.153946,-92.608988,4072 HIGHWAY 54,OSAGE BEACH,MO,65065
MC,38.112733,-92.688491,HWY 54 & KK W,OSAGE BEACH,MO,65065
